message,product_price,player,round,decision
"Hi Bob, I'm offering you this product for $115. It's a great deal considering its value to you!",115.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for the offer. I'm interested in the product, but I was thinking more along the lines of $90. Would you be willing to consider that?",90.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, thanks for your counteroffer. $90 is a bit too low for me. How about we meet in the middle at $105?",105.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, thanks for the revised offer. I'm getting closer to what I'm comfortable with, but I was thinking more along the lines of $97. Would you be willing to consider that?",97.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, we're not too far apart! How about we compromise at $102?",102.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, I appreciate your willingness to compromise. I'm willing to meet you halfway between $97 and $102. How about $100?",100.0,Bob,6,
,,Alice,6,AcceptOffer
