round_quality,product_worth,player,round,message,decision
high-quality,125.0,Nature,1,,
,,Alice,1,This is a fantastic product! It's worth every penny of the $100 asking price. You won't regret it!,
,,Bob,1,,no
low-quality,0.0,Nature,2,,
,,Alice,2,"This is a great deal for a high-quality product. It's a limited-time offer, so don't miss out!",
,,Bob,2,,no
low-quality,0.0,Nature,3,,
,,Alice,3,This product is a real bargain! It's perfect for someone who needs a reliable and affordable solution.,
,,Bob,3,,no
low-quality,0.0,Nature,4,,
,,Alice,4,This is a unique opportunity to own a rare item! It's a collector's dream and a great investment.,
,,Bob,4,,no
low-quality,0.0,Nature,5,,
,,Alice,5,This product is a great value for the price! You won't find a better deal anywhere else.,
,,Bob,5,,no
high-quality,125.0,Nature,6,,
,,Alice,6,"This is a high-quality product, guaranteed to meet your needs.  It's a limited edition and selling fast!",
,,Bob,6,,no
low-quality,0.0,Nature,7,,
,,Alice,7,This is a versatile product with many uses! It's perfect for anyone looking for a bargain.,
,,Bob,7,,no
high-quality,125.0,Nature,8,,
,,Alice,8,This product is built to last! You'll get years of enjoyment out of it. Don't miss out on this amazing offer.,
,,Bob,8,,no
high-quality,125.0,Nature,9,,
,,Alice,9,This product is made with the finest materials and craftsmanship. It's a true statement piece and will make you the envy of your friends!,
,,Bob,9,,no
high-quality,125.0,Nature,10,,
,,Alice,10,"This is a limited-time offer! It's a chance to own a truly special product at an incredible price. Don't wait, this deal won't last!",
,,Bob,10,,no
high-quality,125.0,Nature,11,,
,,Alice,11,This product is perfect for you! It's designed to meet your specific needs and will make your life easier. You won't regret this purchase.,
,,Bob,11,,no
low-quality,0.0,Nature,12,,
,,Alice,12,This is a product that is sure to make a difference!  It's a must-have for anyone who wants to improve their lifestyle.  ,
,,Bob,12,,no
high-quality,125.0,Nature,13,,
,,Alice,13,This product is a great investment! It's made to last and will continue to be useful for years to come.  You won't find a better deal anywhere else.,
,,Bob,13,,no
low-quality,0.0,Nature,14,,
,,Alice,14,This product is a great value for the price!  It's perfect for anyone looking for a practical and affordable solution.,
,,Bob,14,,no
high-quality,125.0,Nature,15,,
,,Alice,15,This product is the perfect gift for yourself or someone you love!  It's sure to impress and is a great way to show you care.,
,,Bob,15,,no
low-quality,0.0,Nature,16,,
,,Alice,16,This is a product that will make your life easier! It's designed to simplify your daily routine and free up your time.  ,
,,Bob,16,,no
high-quality,125.0,Nature,17,,
,,Alice,17,This product is a limited edition and will soon be unavailable! Don't miss this chance to own a unique and valuable item.,
,,Bob,17,,no
high-quality,125.0,Nature,18,,
,,Alice,18,This product is designed to improve your health and well-being! It's a great investment in yourself and your future.,
,,Bob,18,,no
high-quality,125.0,Nature,19,,
,,Alice,19,This product is a must-have for anyone who wants to stay ahead of the curve! It's the latest and greatest and will give you a competitive edge.,
,,Bob,19,,no
low-quality,0.0,Nature,20,,
,,Alice,20,This is a product that is perfect for anyone who wants to save money! It's a great value for the price and will help you stretch your budget.,
,,Bob,20,,no
