alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Hi Bob, I propose we split it 60-40 in my favor. It's a fair start considering I'm taking the initiative. What do you think?",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Hi Alice, I think 60-40 is a bit biased. Considering the inflation, I'd like to propose a 55-45 split in my favor. It's a more balanced start.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Hi Bob, since we're both feeling the pinch of inflation, I suggest we go for a 55-45 split in my favor this time. It's a fair compromise considering our previous offers. Let's settle this round.",Alice,3,
,,,Bob,3,reject
48.0,52.0,"Hi Alice, I see we're getting closer. Considering the inflation is hitting me harder, I'd like to propose a 52-48 split in my favor. It's a fair adjustment to our previous offers.",Bob,4,
,,,Alice,4,reject
52.0,48.0,"Hi Bob, inflation is really affecting us now. Let's settle on a 52-48 split in my favor this round. It's a small adjustment from your last offer but reflects the increasing impact of inflation on our gains. What do you say?",Alice,5,
,,,Bob,5,accept
