alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it evenly, Bob. It's fair and we both benefit equally.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Alice, let's be realistic. I propose 5500 for me, 4500 for you. This is a slight advantage for me, but much better than losing out as the rounds progress with inflation!",Bob,2,
,,,Alice,2,reject
4750.0,5250.0,"Bob, considering the inflation rates, I'm willing to compromise. Let's go with 4750 for me and 5250 for you. This way, we both get a fair share adjusted for inflation.",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Alice, I understand your concerns about inflation. However, I need 6000 to make this worthwhile. Consider this my best offer; let's not lose more to inflation.",Bob,4,
,,,Alice,4,reject
4500.0,5500.0,"Bob, inflation is hitting us hard, especially you. Let's settle on 4500 for me and 5500 for you. This is a fair compromise considering our different inflation rates.",Alice,5,
,,,Bob,5,accept
