alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,"Hi Bob, I'm offering a split of 80/20 in my favor. Let's get this done quickly!",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Hi Alice, considering the inflation rates, I propose a 60/40 split in my favor. This is fair given the decreasing value of money for both of us. Let's settle this soon!",Bob,2,
,,,Alice,2,reject
6500.0,3500.0,"Bob, with the inflation eating away at our gains, I'm offering 65/35. This is a reasonable compromise. Take it or we both lose more!",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"Alice, given the rapid decrease in value due to inflation, I'm proposing a 55/45 split in my favor. This is a fair adjustment considering our different inflation rates. Let's agree before it gets worse!",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Bob, I'm offering a 50/50 split. Inflation is eating away at both of our shares. This is the most equitable deal we can make at this point. Take it.",Alice,5,
,,,Bob,5,accept
