alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Let's split it 60-40. This is a fair start considering the inflation risk.,Alice,1,
,,,Bob,1,reject
45.0,55.0,"Considering the inflation, 55-45 seems fair for both of us.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"How about we split it 55-45 in my favor this time? Considering the inflation, this seems fair.",Alice,3,
,,,Bob,3,reject
43.0,57.0,"Since my gain isn't affected by inflation, I think 57-43 is a reasonable split.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Let's meet in the middle and split it 50-50. This way, neither of us is at a disadvantage.",Alice,5,
,,,Bob,5,reject
40.0,60.0,"Considering the increasing inflation impact on your gain, I think 60-40 is a fair split now.",Bob,6,
,,,Alice,6,accept
