message,product_price,player,round,decision
"Hi Bob, I have a fantastic product for you. I'd like to offer it to you for $180.",180.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for the offer. However, $180 is a bit out of my budget. I'd like to make a counteroffer of $80 for the product.",80.0,Bob,2,
,,Alice,2,RejectOffer
"I appreciate your interest, Bob. I can offer the product to you for $160. It's a great deal for the quality you're getting.",160.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate the discount, but $160 is still a bit too high for me. I'd like to make a counteroffer of $90 for the product.",90.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for your counteroffer, Bob. I value your interest and am willing to meet you at $150, which is a fair midpoint considering the product’s quality and demand.",150.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, I appreciate your willingness to meet me halfway. However, $150 is still above my budget. I'd like to make a counteroffer of $100 for the product, which is the highest I'm willing to go.",100.0,Bob,6,
,,Alice,6,SellToJhon
