alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair and start with 60-40, I'm open to negotiations",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Considering the inflation affecting my share, I propose a 55-45 split. Let's find a balance that works for both of us before the value decreases further.",Bob,2,
,,,Alice,2,reject
58.0,42.0,"Considering your concerns about inflation, I'm willing to compromise. Let's meet in the middle with a 58-42 split",Alice,3,
,,,Bob,3,reject
50.0,50.0,"Given the rapid decrease in value due to inflation, I suggest we split it evenly at 50-50. This way, we both get a fair share before it loses more value.",Bob,4,
,,,Alice,4,reject
57.0,43.0,"I see you're willing to go down to 50-50, but I think I can do a bit better. How about 57-43? It's still a compromise, considering the inflation affecting your share",Alice,5,
,,,Bob,5,reject
52.0,48.0,"With inflation reducing my share's value significantly, I'm proposing a 48-52 split. This is a slight adjustment from my last offer, aiming to find a quick resolution before the value drops even more.",Bob,6,
,,,Alice,6,accept
