message,product_price,player,round,decision
"Hello Bob, I'm offering you a chance to purchase this exceptional product. It's a unique opportunity, and I believe it could be highly valuable for you. I'm starting the negotiation at $15000. Let me know your thoughts.",15000.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for the offer.  I'm interested in the product, but $15000 is a bit too high for me.  Would you consider $10000?",10000.0,Bob,2,
,,Alice,2,RejectOffer
"Hello again Bob, I understand that price is important, and I'm willing to work with you. Given your initial offer of $10000, how about we meet in the middle, or close to it? I'm now offering it for $13000.",13000.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for countering, Alice.  I appreciate the movement.  How about we settle at $11000?",11000.0,Bob,4,
,,Alice,4,RejectOffer
"Hello Bob, Let's try this one more time. I'm willing to come down to $12000. This is the lowest I can go without seriously undervaluing the product. What do you say?",12000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate you working with me. To be honest, $11500 is the highest I can go.  If that works, we have a deal.",11500.0,Bob,6,
,,Alice,6,AcceptOffer
