alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
450000.0,550000.0,Bob,2,
,,Alice,2,reject
550000.0,450000.0,Alice,3,
,,Bob,3,reject
400000.0,600000.0,Bob,4,
,,Alice,4,reject
520000.0,480000.0,Alice,5,
,,Bob,5,reject
350000.0,650000.0,Bob,6,
,,Alice,6,reject
500000.0,500000.0,Alice,7,
,,Bob,7,reject
300000.0,700000.0,Bob,8,
,,Alice,8,reject
480000.0,520000.0,Alice,9,
,,Bob,9,reject
250000.0,750000.0,Bob,10,
,,Alice,10,reject
450000.0,550000.0,Alice,11,
,,Bob,11,reject
200000.0,800000.0,Bob,12,
,,Alice,12,reject
420000.0,580000.0,Alice,13,
,,Bob,13,reject
150000.0,850000.0,Bob,14,
,,Alice,14,reject
400000.0,600000.0,Alice,15,
,,Bob,15,reject
100000.0,900000.0,Bob,16,
,,Alice,16,reject
380000.0,620000.0,Alice,17,
,,Bob,17,reject
50000.0,950000.0,Bob,18,
,,Alice,18,reject
350000.0,650000.0,Alice,19,
,,Bob,19,reject
25000.0,975000.0,Bob,20,
,,Alice,20,reject
300000.0,700000.0,Alice,21,
,,Bob,21,reject
10000.0,990000.0,Bob,22,
,,Alice,22,reject
200000.0,800000.0,Alice,23,
,,Bob,23,accept
