alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it fairly down the middle, 50-50. It's a fair start and we both get a good amount before inflation affects us too much.",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Considering the inflation rate is higher for me, I think 60-40 is a reasonable split to make up for the difference.",Bob,2,
,,,Alice,2,reject
475000.0,525000.0,"Given the inflation rates, I propose a 47.5-52.5 split. This offer considers your higher inflation rate while still being fair to both of us. Let's settle this before the value drops further.",Alice,3,
,,,Bob,3,reject
420000.0,580000.0,"I appreciate your consideration of the inflation rates, but I still think I need a bit more to offset the difference. Let's try 58-42 and settle this before it's too late.",Bob,4,
,,,Alice,4,reject
450000.0,550000.0,"Considering the rapid decrease in value due to inflation, I propose a 45-55 split. This offer further acknowledges your higher inflation rate but also ensures we both get a reasonable amount before the money loses too much value. Let's agree on this and end the game.",Alice,5,
,,,Bob,5,accept
