message,product_price,player,round,decision
"Bob, I'm excited about the potential of you acquiring this product. Given its value to you, I'm offering it for $950000. I believe this is a fair price that allows us both to benefit.",950000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice. I appreciate it, but I was hoping for a lower price. How about $900000?",900000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand your desire for a lower price, and I appreciate your offer. However, considering the product's value and its potential for you, I'm still aiming closer to my initial price. Let's meet in the middle a bit more. How about $935000?",935000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, Alice. However, I would like to offer $910000 for the product. Let’s see if we can make this work.",910000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, we're getting closer. I'm willing to come down a bit more, but I also need to ensure this is worthwhile for me. How about we split the difference one more time? I can offer it for $922500. This is as low as I can reasonably go.",922500.0,Alice,5,
,,Bob,5,RejectOffer
"Thank you for your flexibility, Alice. I appreciate your offer, but I'm looking to get the best deal possible. How about I offer $915000?",915000.0,Bob,6,
,,Alice,6,AcceptOffer
