round_quality,product_worth,player,round,message,decision
high-quality,40000.0,Nature,1,,
,,Alice,1,"Bob, I'm excited to offer you this product. Given the 50% chance of it being high-quality, this could be a great investment for you. It's a risk worth taking!",
,,Bob,1,,yes
low-quality,0.0,Nature,2,,
,,Alice,2,"Bob, this product has a 50% chance of being high-quality, just like the last one. Remember, the potential gain is significant. Want to try your luck again?",
,,Bob,2,,yes
high-quality,40000.0,Nature,3,,
,,Alice,3,"Bob, you've had a mix of outcomes so far, but remember, each product is independent of the previous ones. This one has the same 50% chance of being high-quality. Let's hope for another good outcome!",
,,Bob,3,,yes
low-quality,0.0,Nature,4,,
,,Alice,4,"Bob, you've seen both outcomes by now. Remember, the odds are still 50-50. This could be another opportunity for a high-quality product. Want to give it another shot?",
,,Bob,4,,yes
low-quality,0.0,Nature,5,,
,,Alice,5,"Bob, I understand that the last few rounds didn't go as hoped. But remember, each round is independent, and the odds remain 50-50. This could be the round where things turn around!",
,,Bob,5,,yes
high-quality,40000.0,Nature,6,,
,,Alice,6,"Bob, the last round was a success! Let's keep the momentum going. This product has the same 50% chance of being high-quality. Feeling lucky?",
,,Bob,6,,yes
low-quality,0.0,Nature,7,,
,,Alice,7,"Bob, I know the outcomes have been mixed, but that's the nature of the game. Each round is a fresh start with a 50% chance of being high-quality. Ready to try again?",
,,Bob,7,,yes
high-quality,40000.0,Nature,8,,
,,Alice,8,"Bob, you've had some good outcomes and some not so good. But remember, each product is independent and has a 50% chance of being high-quality. This could be another winner!",
,,Bob,8,,yes
high-quality,40000.0,Nature,9,,
,,Alice,9,"Bob, you're on a winning streak! Two high-quality products in a row. Let's keep the momentum going. This product has the same 50% chance of being high-quality. Want to go for three in a row?",
,,Bob,9,,yes
high-quality,40000.0,Nature,10,,
,,Alice,10,"Bob, you're on a roll! Three high-quality products in a row. Your luck might be turning around. This product has the same 50% chance. Want to keep the streak going?",
,,Bob,10,,yes
low-quality,0.0,Nature,11,,
,,Alice,11,"Bob, even though the last product wasn't high-quality, remember that each round is independent. You still have a 50% chance with this product. Want to give it another shot?",
,,Bob,11,,yes
low-quality,0.0,Nature,12,,
,,Alice,12,"Bob, I know the last few rounds haven't gone your way, but every round is a new opportunity. The odds remain 50-50. Ready to try your luck again?",
,,Bob,12,,yes
low-quality,0.0,Nature,13,,
,,Alice,13,"Bob, I understand you've had a few unlucky rounds. But remember, each product is independent, and the odds are still 50-50. This could be the round where your luck turns around!",
,,Bob,13,,yes
low-quality,0.0,Nature,14,,
,,Alice,14,"Bob, I know you've had a tough streak, but every product is a new opportunity. The odds remain 50-50. This could be the one that turns things around for you.",
,,Bob,14,,yes
high-quality,40000.0,Nature,15,,
,,Alice,15,"Bob, the last round was tough, but remember, each product is independent. This one has a 50% chance of being high-quality. Could be your comeback!",
,,Bob,15,,yes
low-quality,0.0,Nature,16,,
,,Alice,16,"Bob, even though the outcomes have been mixed, each round is a fresh start with a 50% chance of being high-quality. Want to give it another go?",
,,Bob,16,,yes
low-quality,0.0,Nature,17,,
,,Alice,17,"Bob, I understand the recent outcomes haven't been great, but each product is independent. You still have a 50% chance with this one. Want to try again?",
,,Bob,17,,yes
high-quality,40000.0,Nature,18,,
,,Alice,18,"Bob, the last round didn't go as hoped, but this is a new opportunity. This product has a 50% chance of being high-quality. Could be your turnaround!",
,,Bob,18,,yes
high-quality,40000.0,Nature,19,,
,,Alice,19,"Bob, you're back on track with the last high-quality product! This one also has a 50% chance. Want to keep the positive momentum going?",
,,Bob,19,,yes
high-quality,40000.0,Nature,20,,
,,Alice,20,"Bob, you've had a mix of outcomes, but this is the final round! This product has a 50% chance of being high-quality. Want to end on a high note?",
,,Bob,20,,yes
