alice_gain,bob_gain,message,player,round,decision
999999.0,1.0,"I'm feeling generous today, Bob. Take this dollar and let's be done with it.",Alice,1,
,,,Bob,1,reject
600000.0,400000.0,"Let's be fair, I think 40% is a reasonable share.",Bob,2,
,,,Alice,2,reject
900000.0,100000.0,"I'm willing to compromise, but I still think I deserve the majority of the money.  This is my final offer.",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"Considering the inflation, I need a bigger share. This is my counteroffer.",Bob,4,
,,,Alice,4,reject
800000.0,200000.0,"I'm tired of this game, Bob. This is my final offer. If you reject it, we both get nothing.",Alice,5,
,,,Bob,5,accept
