alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Fair 60-40 split,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,I propose a 60-40 split in my favor. It's a fair deal given your offer last round.,Bob,2,
,,,Alice,2,reject
610000.0,390000.0,"Considering inflation, this is a better deal for you than last round",Alice,3,
,,,Bob,3,reject
400000.0,600000.0,Let's be reasonable.  We can both do better than the previous offers. I propose a 60-40 split in my favor again. It's a fair deal considering the inflation.,Bob,4,
,,,Alice,4,reject
620000.0,380000.0,"Inflation is taking its toll, this is likely the best deal you'll get",Alice,5,
,,,Bob,5,accept
