alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Fair share for both,Alice,1,
,,,Bob,1,reject
45.0,55.0,Let's find a balance that works for both of us.,Bob,2,
,,,Alice,2,reject
57.0,43.0,Meet in the middle,Alice,3,
,,,Bob,3,reject
50.0,50.0,"Equal split seems fair, considering inflation's impact on my share.",Bob,4,
,,,Alice,4,reject
58.0,42.0,"Considering inflation, this is a good deal for you",Alice,5,
,,,Bob,5,reject
55.0,45.0,"Given the significant impact of inflation on my share, this offer balances fairness with the current economic reality.",Bob,6,
,,,Alice,6,reject
62.0,38.0,"Inflation is severely impacting your share, I'm being generous",Alice,7,
,,,Bob,7,reject
60.0,40.0,"Inflation has drastically reduced the value of my share. This offer reflects a compromise, considering the current economic situation.",Bob,8,
,,,Alice,8,accept
