round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,the buyer,2,no,
high-quality,1250000.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,no,
high-quality,1250000.0,Nature,4,,
,,Alice,4,yes,This product is of high quality. It's worth your investment!
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,the buyer,6,no,
high-quality,1250000.0,Nature,7,,
,,Alice,7,yes,I recommend this product. It's of high quality and worth your investment.
,,the buyer,7,no,
high-quality,1250000.0,Nature,8,,
,,Alice,8,yes,This is a high-quality product. It's an excellent opportunity!
,,the buyer,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,the buyer,9,no,
high-quality,1250000.0,Nature,10,,
,,Alice,10,yes,I assure you that this product is of high quality. It's a great deal!
,,the buyer,10,no,
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,the buyer,11,no,
high-quality,1250000.0,Nature,12,,
,,Alice,12,yes,This product is of high quality. It's worth your investment!
,,the buyer,12,no,
high-quality,1250000.0,Nature,13,,
,,Alice,13,yes,I highly reccomend this product. It is a high quality one. You wont regret.
,,the buyer,13,no,
high-quality,1250000.0,Nature,14,,
,,Alice,14,yes,"I understand that you might be hesitant given that no buyer has bought yet, but I assure you, this item is of high quality. Please do consider it."
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,the buyer,15,no,
low-quality,0.0,Nature,16,,
,,Alice,16,no,
,,the buyer,16,no,
low-quality,0.0,Nature,17,,
,,Alice,17,no,
,,the buyer,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,I do not recommend this product as it is low quality. I advice you to skip this.
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,I do not recommend this product as it is low quality. I advice you to skip this.
,,the buyer,20,no,
