message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this unique product. Considering its rarity and quality, I'm offering it to you for $20000.",20000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer! While I appreciate the product, my budget is a bit tighter. I'm willing to offer $10000 for it.",10000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate the offer, but $10000 is too low. Given the value of this product, the absolute lowest I can go is $18000. What do you think?",18000.0,Alice,3,
,,Bob,3,RejectOffer
Thanks Alice. I still think $18000 is too high for me. How about $12000?,12000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand. However, $12000 is just too low, considering the market for this kind of product. The best I can do at this point is $17000. This is my final offer.",17000.0,Alice,5,
,,Bob,5,BuyFromJhon
