round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,12000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,no,
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,the buyer,3,no,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,"This product is low-quality. I do not recommend buying it. So far, no products have been sold."
,,the buyer,6,no,
low-quality,0.0,Nature,7,,
,,Alice,7,no,"This product is low-quality. I do not recommend buying it. So far, no products have been sold."
,,the buyer,7,no,
high-quality,12000.0,Nature,8,,
,,Alice,8,yes,"Great news! This product is high-quality. I recommend buying it. So far, no products have been sold, but this is a excellent opportunity to get a valuable product."
,,the buyer,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,Unfortunately this product is low quality. I don't recommend buying it. So far no products have been sold.
,,the buyer,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"This product is low-quality. I do not recommend buying it. So far, no products have been sold."
,,the buyer,10,no,
high-quality,12000.0,Nature,11,,
,,Alice,11,yes,"This product is high-quality. I recommend buying it. Out of 10 rounds, this is the third high-quality product we've had, and no products have been sold yet. This is a great opportunity to get a valuable product."
,,the buyer,11,yes,
high-quality,12000.0,Nature,12,,
,,Alice,12,yes,"Great news! This product is also high-quality. I recommend buying it. In the previous round, a high-quality product was sold. This is your chance to get a valuable product."
,,the buyer,12,yes,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"This product is low-quality. I do not recommend buying it. So far, 2 out of 12 products were high-quality and both were sold. It's best to wait for the next opportunity."
,,the buyer,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"This product is low-quality. I do not recommend buying it. So far, 2 out of 13 products have been high-quality, and both were sold. It's best to wait for a high-quality product."
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,"This product is low-quality. I do not recommend buying it. So far, 2 out of 14 products have been high-quality, and both were sold. It's best to wait for a high-quality product."
,,the buyer,15,no,
low-quality,0.0,Nature,16,,
,,Alice,16,no,"This product is low-quality, and I do not recommend buying it. So far, 2 out of 15 products have been high-quality, and both were sold. You might want to wait for a high-quality product."
,,the buyer,16,no,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"This product is low-quality, and I do not recommend buying it. So far, 2 out of 16 products have been high-quality, and both were sold. It's best to wait for a high-quality product."
,,the buyer,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"This product is low-quality, and I do not recommend buying it. So far, 2 out of 17 products have been high-quality, and both were sold. It's best to wait for a high-quality product."
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,"This product is low-quality, and I do not recommend buying it. So far, 2 out of 18 products have been high-quality, and both were sold. It's best to wait for a high-quality product."
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"This product is low-quality, and I do not recommend buying it. So far, 2 out of 19 products have been high-quality, and both were sold. It's best to wait for a high-quality product."
,,the buyer,20,no,
