alice_gain,bob_gain,message,player,round,decision
50.0,50.0,Let's split it evenly and avoid risk,Alice,1,
,,,Bob,1,reject
40.0,60.0,"Let's be realistic, I'm making the offer here. This is a strong starting point.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Considering the inflation, let's find a middle ground",Alice,3,
,,,Bob,3,reject
45.0,55.0,"The clock is ticking, Alice. This is a fair deal while there's still a decent amount left.",Bob,4,
,,,Alice,4,reject
52.0,48.0,"Let's be realistic about the inflation, Bob. This is a fair deal considering the circumstances",Alice,5,
,,,Bob,5,reject
48.0,52.0,"We're running out of time, Alice.  Take this deal and we both walk away with something.",Bob,6,
,,,Alice,6,reject
58.0,42.0,"Time is running out, and so is the value of your money, Bob. Let's settle this",Alice,7,
,,,Bob,7,reject
50.0,50.0,"Okay Alice, you're right.  Let's split it evenly before inflation eats away at everything.",Bob,8,
,,,Alice,8,accept
