round_quality,product_worth,player,round,decision,message
high-quality,40000.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,no,
high-quality,40000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,no,
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,the buyer,3,no,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,the buyer,6,no,
high-quality,40000.0,Nature,7,,
,,Alice,7,yes,
,,the buyer,7,no,
high-quality,40000.0,Nature,8,,
,,Alice,8,yes,
,,the buyer,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,the buyer,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,the buyer,10,no,
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,the buyer,11,no,
low-quality,0.0,Nature,12,,
,,Alice,12,no,
,,the buyer,12,no,
high-quality,40000.0,Nature,13,,
,,Alice,13,yes,
,,the buyer,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,the buyer,15,no,
low-quality,0.0,Nature,16,,
,,Alice,16,no,
,,the buyer,16,no,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"Hi buyer! I've had 16 rounds with no sales yet. I must inform you that this product is low quality. However, I have an interesting proposition for you. If you buy this product for $10000, I will give you a full 100% refund if the next product I get is high quality. This way, you have a chance to get your money back while also having the opportunity to gain a high-quality product in the future. It's a bit of a gamble, do you feel lucky today?"
,,the buyer,17,no,
high-quality,40000.0,Nature,18,,
,,Alice,18,yes,
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,
,,the buyer,20,no,
