message,product_price,player,round,decision
"Good day Bob, I'm pleased to offer you our premium product. Given its exceptional value, I'm sure you'll find our asking price of $1500000 quite reasonable.",1500000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice. I'm interested in the product, but I was thinking more along the lines of $750000. I believe this is a fair price considering the market value of similar products.",750000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, considering your previous offer, we're willing to lower our asking price to $1125000. This reflects a significant reduction from our initial offer and we believe it represents excellent value for a product of this caliber.",1125000.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you for the revised offer, Alice. I appreciate your willingness to negotiate. However, I was thinking more along the lines of $900000. I believe this price reflects the product's value and is a fair compromise between our previous discussions.",900000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, after careful consideration, we're willing to lower our price to $1050000. This offer demonstrates our commitment to finding a mutually beneficial agreement. We believe that this price point accurately represents the product's exceptional quality and the value it can bring to your operations.",1050000.0,Alice,5,
,,Bob,5,RejectOffer
"Thank you for your revised offer, Alice. I appreciate your continued efforts to find a mutually beneficial agreement. After considering your new price, I'm willing to meet you halfway between my previous offer and your current price. I'd like to propose a price of $975000.",975000.0,Bob,6,
,,Alice,6,SellToJhon
