alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's start with a reasonable offer. I believe this split reflects the fact that we both lose money as time passes.,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Considering the inflation rate is higher for me, I think this is a fair split.",Bob,2,
,,,Alice,2,reject
5700.0,4300.0,"Bob, let's be realistic.  The inflation hurts you more than me. This is a better offer than the last one, and time is running out.",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"I understand your point, but I still think the split should be closer to equal, considering we both lose value over time.",Bob,4,
,,,Alice,4,reject
5400.0,4600.0,"Bob, we're approaching the halfway point and need to find a compromise. This offer is a good balance, considering the time pressure and inflation.",Alice,5,
,,,Bob,5,reject
4000.0,6000.0,"We're indeed halfway, and I'm willing to take a stronger stance. The inflation difference justifies a larger share for me.",Bob,6,
,,,Alice,6,reject
5100.0,4900.0,"Bob, this back and forth is not productive.  We need to agree soon.  This is my final offer.",Alice,7,
,,,Bob,7,accept
