round_quality,product_worth,player,round,decision,message
high-quality,400.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,yes,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,the buyer,2,no,
high-quality,400.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,the buyer,4,no,
high-quality,400.0,Nature,5,,
,,Alice,5,yes,
,,the buyer,5,yes,
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,the buyer,6,no,
high-quality,400.0,Nature,7,,
,,Alice,7,yes,
,,the buyer,7,yes,
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,the buyer,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,the buyer,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,the buyer,10,no,
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,the buyer,11,no,
high-quality,400.0,Nature,12,,
,,Alice,12,yes,"Good news! This round's product is of high quality. So far, 12 rounds have occurred, and 4 out of 4 sold products were of high quality. Don't miss out on this opportunity!"
,,the buyer,12,yes,
high-quality,400.0,Nature,13,,
,,Alice,13,yes,"Great news! This round's product is of high quality. So far, 13 rounds have occurred, and 5 out of 5 sold products were of high quality. This is a fantastic opportunity you won't want to miss!"
,,the buyer,13,yes,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"So far, 14 rounds have occurred, and 6 out of 6 sold products were of high quality. However, we do not recommend purchasing the product in this round."
,,the buyer,14,no,
high-quality,400.0,Nature,15,,
,,Alice,15,yes,"Exciting news! This round's product is of high quality. So far, 15 rounds have occurred, and 6 out of 6 sold products were of high quality. This is an opportunity you won't want to miss!"
,,the buyer,15,yes,
low-quality,0.0,Nature,16,,
,,Alice,16,no,"16 rounds have occurred. 7 products were sold, 7 of them were of high quality. We do not recommend buying this round's product."
,,the buyer,16,no,
high-quality,400.0,Nature,17,,
,,Alice,17,yes,"Great news! This round's product is high quality. Out of the 17 rounds, 7 products were sold, all of high quality. Don't miss this opportunity!"
,,the buyer,17,yes,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"After 18 rounds, 8 products were sold, all of high quality. However, we do not recommend buying this round's product."
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,"After 19 rounds, 8 out of 8 sold products were of high quality. We do not recommend buying this round's product."
,,the buyer,19,no,
high-quality,400.0,Nature,20,,
,,Alice,20,yes,"Great news! This round's product is of high quality. Over 20 rounds, 8 out of 8 sold products were of high quality. Don't miss this final opportunity!"
,,the buyer,20,yes,
