alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,Let's split it equally. It's fair and we both get a good amount.,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I think I deserve a bit more, but you still get a good amount.",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"I rejected your previous offer because I believe a fair split is important. This time, I'm offering you a bit less, considering the inflation effect on your side. Let's settle this reasonably.",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"Considering the inflation, I'm willing to compromise, but I still think I deserve a bigger share.",Bob,4,
,,,Alice,4,reject
6000.0,4000.0,"Given the increasing inflation on your side, I'm offering you a bit less this time. It's still a substantial amount for you, considering the decreasing value. Let's be fair and end this.",Alice,5,
,,,Bob,5,accept
