alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,Let's split this and be done with it. I propose 90/10 in my favor. Take it or leave it!,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Let's be reasonable, Alice. I'm proposing a 60/40 split in my favor. It's a fair deal considering the time pressure and inflation.",Bob,2,
,,,Alice,2,reject
650000.0,350000.0,"Alright Bob, I see you're playing hardball. Fine. I'm offering a 65/35 split. This is the best you'll get from me, given the circumstances. Take it, or we both lose.",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"Alice, let's stop wasting time. 55/45 is my final offer.  The clock is ticking, and this deal makes sense for both of us.",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,"Bob, we are getting close to the deadline. This is a 50/50 split. Consider it a friendly compromise at this stage. Accept it before we lose it all.",Alice,5,
,,,Bob,5,accept
