message,product_price,player,round,decision
Hello Bob! I'm excited to offer you the product at a price of $15000. I believe this will be a great investment for you. Let me know what you think!,15000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer! While I appreciate the product, $15000 is a bit outside my budget. Would you consider $10000?",10000.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your response, Bob! I appreciate your interest. How about we meet in the middle? I'm willing to sell the product for $13500. Let me know if that works for you!",13500.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for coming down a bit, Alice! I'm still hoping to get closer to my budget. Would you consider $11000?",11000.0,Bob,4,
,,Alice,4,RejectOffer
"I appreciate your counteroffer, Bob! How about I lower my price a bit more to $12500? I believe this is a fair deal. Let me know your thoughts!",12500.0,Alice,5,
,,Bob,5,BuyFromJhon
