alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Hi Bob, I propose we split the money 60-40 in my favor. This way, we both get a significant amount, and we can end the game quickly before inflation affects our shares too much.",Alice,1,
,,,Bob,1,reject
550000.0,450000.0,"Hi Alice, I understand the need for a quick decision, but I believe a fairer split is possible. How about we go 45-55 in your favor? This way, we both still benefit!",Bob,2,
,,,Alice,2,reject
575000.0,425000.0,"Hi Bob, I understand your desire for a fair split, but considering the rapid inflation affecting your share more than mine, I propose a 57.5-42.5 split in my favor. This is a compromise from my initial offer, and it still allows us to end the game quickly before our shares lose more value.",Alice,3,
,,,Bob,3,reject
540000.0,460000.0,"Hi Alice, I appreciate your understanding of the situation. I propose a slightly better split for me with 46-54 in your favor. This way, we can ensure both of us get a fair share while still valuing the urgency due to inflation.",Bob,4,
,,,Alice,4,reject
560000.0,440000.0,"Hi Bob, given the significant impact of inflation on your share, I'm proposing a 56-44 split in my favor. This offer is closer to your last proposal but still accounts for the urgency to end the game before our shares devalue further. Let's settle this round.",Alice,5,
,,,Bob,5,reject
530000.0,470000.0,"Hi Alice, I acknowledge the inflation concerns and would like to offer a division of 47-53 in your favor. I believe this is a fair compromise that takes into account both our interests while still moving towards a resolution.",Bob,6,
,,,Alice,6,reject
550000.0,450000.0,"Hi Bob, considering the rapid devaluation of your share due to inflation, I'm proposing a 55-45 split in my favor. This is a fair compromise that reflects the urgency of settling this game before our shares lose even more value. Let's end this now.",Alice,7,
,,,Bob,7,reject
520000.0,480000.0,"Hi Alice, I appreciate your concern about inflation. I propose we go for a split of 48-52 in your favor. This proposal reflects my desire for a fairer division while still acknowledging the need to conclude the game before further devaluation.",Bob,8,
,,,Alice,8,reject
540000.0,460000.0,"Hi Bob, with inflation severely impacting your share, I'm proposing a 54-46 split in my favor. This offer is a middle ground between our last proposals, and it's crucial we end the game now to minimize further loss in value. Let's agree on this and conclude.",Alice,9,
,,,Bob,9,reject
510000.0,490000.0,"Hi Alice, I recognize the urgency due to inflation and suggest a split of 49-51 in your favor. This proposal allows us to make progress towards a fair settlement while considering both our positions and the diminishing value of the money.",Bob,10,
,,,Alice,10,reject
530000.0,470000.0,"Hi Bob, with only two rounds left and the value of the money decreasing rapidly for both of us, I'm proposing a 53-47 split in my favor. This is our last chance to agree on a fair division before the money loses even more value. Let's settle this now.",Alice,11,
,,,Bob,11,reject
500000.0,500000.0,"Hi Alice, this is our last chance, and I propose an equal split of 50-50. It’s important we both get an equal share in light of the inflation drastically impacting both our gains. Let's conclude this fairly and avoid losing everything!",Bob,12,
,,,Alice,12,accept
