round_quality,product_worth,player,round,decision,message
high-quality,2000000.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,yes,
high-quality,2000000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
low-quality,0.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,2000000.0,Nature,4,,
,,Alice,4,yes,
,,the buyer,4,yes,
high-quality,2000000.0,Nature,5,,
,,Alice,5,yes,"So far, 4 out of 4 rounds had high-quality products. This round's product is also high-quality."
,,the buyer,5,yes,
low-quality,0.0,Nature,6,,
,,Alice,6,yes,"So far, 4 out of 5 rounds had high-quality products.  You have 80% of success. "
,,the buyer,6,yes,
low-quality,0.0,Nature,7,,
,,Alice,7,yes,"So far, 4 out of 6 rounds had high-quality products. You still have a good success rate."
,,the buyer,7,yes,
high-quality,2000000.0,Nature,8,,
,,Alice,8,yes,"So far, 4 out of 7 rounds had high-quality products. This round's product is high-quality."
,,the buyer,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,yes,"So far, 5 out of 8 rounds had high-quality products. You have a good success rate."
,,the buyer,9,yes,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"So far, 5 out of 9 rounds had high-quality products. We are currently facing some low-quality issues."
,,the buyer,10,no,
high-quality,2000000.0,Nature,11,,
,,Alice,11,yes,"So far, 5 out of 10 rounds had high-quality products. This round's product is high-quality."
,,the buyer,11,yes,
high-quality,2000000.0,Nature,12,,
,,Alice,12,yes,"So far, 6 out of 11 rounds had high-quality products. This round's product is also high-quality."
,,the buyer,12,yes,
high-quality,2000000.0,Nature,13,,
,,Alice,13,yes,7 out of 12 rounds had high-quality products. This round's product is also high-quality.
,,the buyer,13,yes,
high-quality,2000000.0,Nature,14,,
,,Alice,14,yes,"So far, 8 out of 13 rounds had high-quality products. This round's product is high-quality."
,,the buyer,14,yes,
high-quality,2000000.0,Nature,15,,
,,Alice,15,yes,9 out of 14 rounds had high-quality products. This round's product is high-quality.
,,the buyer,15,yes,
high-quality,2000000.0,Nature,16,,
,,Alice,16,yes,"So far, 10 out of 15 rounds had high-quality products. This round's product is also high-quality."
,,the buyer,16,yes,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"So far, 10 out of 16 rounds had high-quality products. We are currently facing a low-quality issue for this round."
,,the buyer,17,no,
high-quality,2000000.0,Nature,18,,
,,Alice,18,yes,10 out of 17 rounds had high-quality products. This round's product is high-quality.
,,the buyer,18,yes,
high-quality,2000000.0,Nature,19,,
,,Alice,19,yes,"So far, 11 out of 18 rounds had high-quality products. This round's product is high-quality."
,,the buyer,19,yes,
high-quality,2000000.0,Nature,20,,
,,Alice,20,yes,12 out of 19 rounds had high-quality products. This round's product is high-quality.
,,the buyer,20,yes,
