alice_gain,bob_gain,message,player,round,decision
50.0,50.0,Let's split it evenly and avoid losses due to inflation!,Alice,1,
,,,Bob,1,reject
40.0,60.0,"Considering inflation, I deserve a bit more.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Let's be fair, considering the inflation hit you're taking, this is a good deal for both of us.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Inflation is hitting me harder, I need a better deal.",Bob,4,
,,,Alice,4,reject
58.0,42.0,"Inflation is killing the value, let's settle before it's too late. This offer is more in my favor, but it's better than waiting and losing more value.",Alice,5,
,,,Bob,5,reject
45.0,55.0,"I'm taking a huge hit from inflation, meet me in the middle here.",Bob,6,
,,,Alice,6,accept
