alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's split it fairly, Bob. I think this is a good start.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"My turn, let's make it a bit more even, shall we?",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Okay Bob, I'm willing to adjust. How about this?",Alice,3,
,,,Bob,3,reject
50.0,50.0,"Let's just split it down the middle, it's only fair",Bob,4,
,,,Alice,4,reject
52.0,48.0,"This is my final offer, Bob. Take it or leave it. We're both losing value here.",Alice,5,
,,,Bob,5,accept
