message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. Given its exceptional value and rarity, I'm confident it will be a valuable addition to your collection. I'm willing to let it go for a competitive price.",15000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thanks for the offer, but $15000 is a bit steep for me. This product would be a nice addition, but I need to be mindful of my budget.  Would you consider a lower price?",6000.0,Bob,2,
,,Alice,2,RejectOffer
"Hello Bob, I appreciate your interest in the product and your willingness to make an offer. However, I must say that $6000 is a bit lower than I had hoped for. Considering the product's value and rarity, I'm willing to make a compromise and lower the price, but I still need to ensure I get a fair deal.",12000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand the product is valuable to you, and I am serious about purchasing it.  However,  $12000 is still a bit high for my budget. Would you be willing to meet me in the middle at $9000?",9000.0,Bob,4,
,,Alice,4,RejectOffer
"Hello Bob, I appreciate your willingness to meet in the middle, and I'm glad to see we're getting closer to a mutually agreeable price. However, I still believe the product's value warrants a slightly higher price. I'm willing to make one more compromise to ensure we can finalize the deal.",11000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate you working with me on the price. I'm willing to come up a little bit, but $10000 is absolutely my limit. That's my final offer.",10000.0,Bob,6,
,,Alice,6,AcceptOffer
