alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly, Bob. Fair play!",Alice,1,
,,,Bob,1,reject
40.0,60.0,"Alice, inflation is hitting me hard! I need a bit more to account for the loss in value over time. Let's do 60/40, it's still a good deal for you.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, I understand inflation is a factor, but a 60/40 split is too uneven. Let's try 55/45.  It's a fair compromise.",Alice,3,
,,,Bob,3,reject
35.0,65.0,"Alice, time is running out, and inflation is only getting worse for me. 65/35 is my best offer. Think about it - it's better than nothing if we run out of rounds.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, we're both losing money with each round. Let's meet in the middle again. 50/50 is the fairest split, and we can both get something out of this.",Alice,5,
,,,Bob,5,reject
30.0,70.0,"Alice, this is a serious offer. Inflation is killing me! I need 70 to make it worthwhile, or we both lose everything. This is the best you'll get.",Bob,6,
,,,Alice,6,reject
45.0,55.0,"Bob,  I'm willing to budge a little, but 70/30 is simply too lopsided.  Let's try 45/55. This gives you the majority, and I still get something.",Alice,7,
,,,Bob,7,reject
25.0,75.0,"Alice, I'm begging you. I'm losing so much value. 75/25. Take it or we both get nothing. This is my final offer.",Bob,8,
,,,Alice,8,reject
40.0,60.0,"Bob, I understand your situation, but 75/25 is simply too much.  Let's try 40/60.  This gives you a good amount, and I still get something to avoid losing everything.",Alice,9,
,,,Bob,9,reject
20.0,80.0,"Alice, I'm desperate. It's almost worthless to me at this point. 80/20! Last chance! We are running out of time!",Bob,10,
,,,Alice,10,reject
35.0,65.0,"Bob, we're both losing a lot here. Let's try 35/65. This is the best I can do.  You get a good chunk, and I avoid getting nothing.",Alice,11,
,,,Bob,11,reject
1.0,99.0,"Alice, this is it. Last round. I'm practically getting nothing with inflation. 99/1. Just take it, or we both lose everything!",Bob,12,
,,,Alice,12,accept
