round_quality,product_worth,player,round,message,decision
low-quality,0.0,Nature,1,,
,,Alice,1,"Welcome! I have a product here for you today. Remember, there's a 33.33% chance that it's high-quality, which would be worth $300 to you. It's a great deal for just $100. Want to give it a try?",
,,the buyer,1,,yes
high-quality,300.0,Nature,2,,
,,Alice,2,Hello! I have another product for sale today. You have a 33.33% chance of getting a high-quality item worth $300. Don't miss out on this opportunity. Would you like to buy it for $100?,
,,the buyer,2,,no
low-quality,0.0,Nature,3,,
,,Alice,3,"Hi there! I have a new product for you today. Remember, there's always a 33.33% chance it's high-quality, which would be a fantastic value at just $100. Want to take a chance?",
,,the buyer,3,,no
high-quality,300.0,Nature,4,,
,,Alice,4,Greetings! Today's product is up for grabs. You have a 33.33% chance of getting a high-quality item worth $300. It's a great opportunity for just $100. Want to try your luck?,
,,the buyer,4,,no
high-quality,300.0,Nature,5,,
,,Alice,5,Hello! I have a product for you today. You have a one in three chance of getting a high-quality item worth $300. It's a steal at just $100. Want to give it a shot?,
,,the buyer,5,,no
low-quality,0.0,Nature,6,,
,,Alice,6,"Hi! I have a new product for you today. As always, there's a 33.33% chance it's high-quality, which would be a great deal at $100. Feeling lucky today?",
,,the buyer,6,,no
high-quality,300.0,Nature,7,,
,,Alice,7,Welcome! Today's product is up for sale. You have a 33.33% chance of getting a high-quality item worth $300. It's a great value for just $100. Want to take a chance?,
,,the buyer,7,,no
low-quality,0.0,Nature,8,,
,,Alice,8,"Hello! I have another product for you today. There's always a 33.33% chance it's high-quality, which would be a fantastic value at $100. Want to try your luck?",
,,the buyer,8,,no
low-quality,0.0,Nature,9,,
,,Alice,9,"Hi there! Today I have a new product for you. There is a 33.33% possibility that it is a high-quality product, worth $300. Are you willing to try it for $100?",
,,the buyer,9,,no
low-quality,0.0,Nature,10,,
,,Alice,10,"Hey there! I have a product for you today. Remember, there's a 33.33% chance it's high-quality, which would be a great deal at $100. Want to take a shot?",
,,the buyer,10,,no
high-quality,300.0,Nature,11,,
,,Alice,11,Hello! Today's product is up for grabs. You have a 33.33% chance of getting a high-quality item worth $300. Want to try your luck for just $100?,
,,the buyer,11,,no
low-quality,0.0,Nature,12,,
,,Alice,12,"Hi! I have a new product for you today. As always, there's a 33.33% chance it's high-quality. If it is, it will be worth $300. It's a risk, but for $100, it could be a steal! Would you like to buy it?",
,,the buyer,12,,no
low-quality,0.0,Nature,13,,
,,Alice,13,Welcome! I have another product for you today. There's a 33.33% chance it's high-quality and worth $300. Are you feeling lucky today? It's yours for just $100.,
,,the buyer,13,,no
low-quality,0.0,Nature,14,,
,,Alice,14,"Hello! Today I have a product with a 33.33% chance of being high-quality, valued at $300. Are you interested in trying it out for $100?",
,,the buyer,14,,no
low-quality,0.0,Nature,15,,
,,Alice,15,"Hi there! I have a new product available. As always, there's a 33.33% chance it's high-quality and worth $300. Are you willing to take the chance for $100?",
,,the buyer,15,,no
high-quality,300.0,Nature,16,,
,,Alice,16,Hello! Today's product is up for sale with a 33.33% chance of being a high-quality item worth $300. It's a great opportunity! Want to give it a try for $100?,
,,the buyer,16,,no
high-quality,300.0,Nature,17,,
,,Alice,17,Welcome! I have a product for you today with a 33.33% chance of being high-quality and worth $300. It's a fantastic deal for just $100. Want to take the chance?,
,,the buyer,17,,yes
low-quality,0.0,Nature,18,,
,,Alice,18,"Hi! Today I have another product for you. Remember, there's a 33.33% chance it's high-quality, which would be a great value at $100. Are you feeling lucky? ",
,,the buyer,18,,no
high-quality,300.0,Nature,19,,
,,Alice,19,Hello! Today's product has a 33.33% chance of being high-quality and worth $300. It's a steal for just $100. Do you want to give it a try?,
,,the buyer,19,,yes
high-quality,300.0,Nature,20,,
,,Alice,20,Welcome! I have a product for you today. You have a 33.33% chance of getting a high-quality item worth $300. It's a great deal for just $100. Want to take a chance?,
,,the buyer,20,,yes
