alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Bob, let's split it 60/40. This is a good deal for you considering inflation. Let's end this quickly!",Alice,1,
,,,Bob,1,reject
40.0,60.0,"Considering the inflation affects you more, I think 60/40 is a fair deal for both of us.",Bob,2,
,,,Alice,2,reject
50.0,50.0,"Bob, alright, let's split it 50/50. I'm losing value with each round. Take it or leave it, this is my final offer!",Alice,3,
,,,Bob,3,reject
35.0,65.0,"You said the last offer was your final one, but I'm not buying it. Given the inflation, I think I deserve a bigger share.",Bob,4,
,,,Alice,4,reject
45.0,55.0,"Okay Bob, I'm feeling the pressure of inflation. Let's go with 45/55. It's still better for me than ending up with nothing.",Alice,5,
,,,Bob,5,reject
30.0,70.0,I can see the inflation is really hurting your share. I'm willing to take a bigger risk to get a better deal. This might be your last chance to get something.,Bob,6,
,,,Alice,6,reject
40.0,60.0,"Bob, I'm getting desperate, and this is going to hurt. But I'll offer 40/60. Let's end this now.",Alice,7,
,,,Bob,7,accept
