alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it fairly down the middle, Bob. 500000 for each of us. What do you say?",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I think I deserve a bit more, 60-40 is still quite fair.",Bob,2,
,,"I understand you feel you deserve more, Bob, but a 60-40 split seems a bit steep. Let's see if we can find a more balanced agreement next round.",Alice,2,reject
450000.0,550000.0,"Bob, how about we meet in the middle? I propose 450000 for me and 550000 for you. It's a bit more in your favor but still keeps things relatively balanced.",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"Considering the inflation, I need a bigger share. This is my new proposal.",Bob,4,
,,"Bob, I see your point about inflation, but a 65-35 split is too one-sided. Let's keep negotiating to find a fairer deal.",Alice,4,reject
400000.0,600000.0,"Bob, considering your concerns about inflation, I'm willing to adjust. How about 400000 for me and 600000 for you? This way, you get a larger share while still keeping it reasonable.",Alice,5,
,,,Bob,5,accept
