alice_gain,bob_gain,message,player,round,decision
55.0,45.0,Let's start fair. I'm proposing a 55/45 split in my favor.  What do you think?,Alice,1,
,,,Bob,1,reject
40.0,60.0,"My turn, let's try a 60/40 split in my favor. It's more reasonable.",Bob,2,
,,,Alice,2,reject
50.0,50.0,"Okay, let's be reasonable.  I'll propose a 50/50 split.  It's fair, and we both get something.",Alice,3,
,,,Bob,3,reject
30.0,70.0,"Inflation is hitting me hard, so I need a better split to make it worth my while. 70/30 seems more reasonable now.",Bob,4,
,,,Alice,4,reject
45.0,55.0,"Look, inflation is affecting us both. Let's compromise.  I'll go back to a 45/55 split in your favor, but I need something.  Let's get this done.",Alice,5,
,,,Bob,5,accept
