alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,Let's start fair and equal. 500000 for you and 500000 for me. What do you say?,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"I'd like a bit more, 550k for me and 450k for you.",Bob,2,
,,,Alice,2,reject
475000.0,525000.0,"Considering inflation, my offer is now 475000 for me and 525000 for you. This is a fair compromise given the circumstances. What do you think?",Alice,3,
,,,Bob,3,reject
420000.0,580000.0,"Inflation affects you, not me. I'll take 580k, you get 420k.",Bob,4,
,,,Alice,4,reject
450000.0,550000.0,"Given the increasing impact of inflation on my share, I propose 450000 for me and 550000 for you. This is a reasonable adjustment considering our previous offers. Let's end this soon.",Alice,5,
,,,Bob,5,accept
