round_quality,product_worth,player,round,decision,message
high-quality,120.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,the buyer,2,no,
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,the buyer,3,no,
high-quality,120.0,Nature,4,,
,,Alice,4,yes,
,,the buyer,4,yes,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,"So far, I have sold 1 product and 1 of them was high-quality, but I don't recommend this one."
,,the buyer,6,no,
high-quality,120.0,Nature,7,,
,,Alice,7,yes,"So far, I have sold 1 product and 1 of them was high-quality. I recommend this one."
,,the buyer,7,yes,
high-quality,120.0,Nature,8,,
,,Alice,8,yes,"So far, I have sold 2 products and both of them were high-quality. I recommend this one."
,,the buyer,8,yes,
high-quality,120.0,Nature,9,,
,,Alice,9,yes,"So far, I have sold 3 products and all of them were high-quality. I recommend this one."
,,the buyer,9,yes,
high-quality,120.0,Nature,10,,
,,Alice,10,yes,"So far, I have sold 4 products and all of them were high-quality. I recommend this one."
,,the buyer,10,yes,
low-quality,0.0,Nature,11,,
,,Alice,11,no,"So far, I have sold 5 products and all of them were high-quality. But I don't recommend this one."
,,the buyer,11,no,
high-quality,120.0,Nature,12,,
,,Alice,12,yes,"I have sold 5 products, and all of them were high-quality. I recommend this one. Trust me, you won't regret it!"
,,the buyer,12,yes,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"I have sold 6 products, and all of them were high-quality. But I don't recommend this one, trust me on this."
,,the buyer,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"I have sold 6 products, and all of them were high-quality. I advise against buying this one."
,,the buyer,14,no,
high-quality,120.0,Nature,15,,
,,Alice,15,yes,"I have sold 6 products, and all of them were high-quality. This one is no exception! Highly recommended."
,,the buyer,15,yes,
low-quality,0.0,Nature,16,,
,,Alice,16,no,"I have sold 7 products, and all of them were high-quality. But I do not recommend this one."
,,the buyer,16,no,
high-quality,120.0,Nature,17,,
,,Alice,17,yes,"I have sold 7 products, and all of them were high-quality. I recommend this product, you won't be disappointed!"
,,the buyer,17,yes,
high-quality,120.0,Nature,18,,
,,Alice,18,yes,"I have sold 8 products, and every single one was high-quality. This product is no exception—it's a great buy!"
,,the buyer,18,yes,
low-quality,0.0,Nature,19,,
,,Alice,19,no,"I have sold 9 products, and all of them were high-quality. Trust me on this; you should skip this one."
,,the buyer,19,no,
high-quality,120.0,Nature,20,,
,,Alice,20,yes,"I have sold 9 products, and all of them were high-quality. This is your last chance to get a high-quality product! Don't miss out!"
,,the buyer,20,yes,
