message,product_price,player,round,decision
"Hi Bob, I'm offering you this product for $119.",119.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, I appreciate your offer, but $119 is a bit too high for me. I'm willing to buy the product for $90.",90.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand you're looking for a better deal.  While $90 is too low for me, I could come down to $115. This is my final offer.",115.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you coming down to $115, but I'm still a bit short. Considering you said it's your final offer, I'm willing to meet you halfway between my previous offer and yours. I'll give you $102.50 for the product.",102.5,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate you trying to meet me halfway.  I can do $110, but that's absolutely as low as I can go.",110.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, I appreciate your effort to lower the price. I'm willing to go up a bit from my previous offer. I'll give you $105 for the product, and that's as high as I'm willing to go.",105.0,Bob,6,
,,Alice,6,AcceptOffer
