message,product_price,player,round,decision
"Hi Bob, I have a great product available for you. I'm offering it to you for $150.",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer, but that's a bit too steep for me.  Would you consider $110?",110.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand where you're coming from. How about we meet in the middle at $130?",130.0,Alice,3,
,,Bob,3,RejectOffer
"It seems like we're getting closer, Alice. How about $120?",120.0,Bob,4,
,,Alice,4,RejectOffer
"Thanks for your patience, Bob. Let's make this a fair deal at $125.",125.0,Alice,5,
,,Bob,5,AcceptOffer
