message,product_price,player,round,decision
"Hello Bob, I'm excited to discuss the sale of this product with you. I believe it's a great opportunity for both of us to come to a mutually beneficial agreement. I'm thinking of selling it to you for a price that reflects its true value.",11000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer! The product sounds great, but I'm looking to save some money. Would you consider selling it to me for $9000?",9000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, thanks for your offer. I understand you're looking to save some money, but I was thinking more along the lines of my initial offer. However, I'm willing to make a small concession. How about we meet in the middle?",10000.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks Alice, I appreciate the willingness to negotiate. While $10000 is a little closer to what I'm hoping for, I'd still prefer to keep the price lower. How about $9500?",9500.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, thanks for your revised offer. I'm glad we're getting closer to an agreement. I'm willing to make another small concession, but I still need to get a good price for the product. How about we split the difference between my previous offer and yours?",9750.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, that's a good price, but I'm trying to get the best deal possible. Since I can buy the product from John for $12000, I'm willing to go up to $9750. I'm hoping to get it closer to the $9000 range. Can we meet at $9250?",9250.0,Bob,6,
,,Alice,6,AcceptOffer
