message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this fantastic product! Considering its value and what it can do for you, I'm willing to let it go for $11000. What do you think?",11000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer! The product sounds great, but I'm hoping to get a better deal. Would you consider selling it for $9000?",9000.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for the counteroffer, Bob. I appreciate you being flexible. However, I have to consider my own needs. How about we meet in the middle at $10000?",10000.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks Alice, but I'm still aiming to save some money. I'm willing to go up to $9500, but that's my final offer.",9500.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you want to save some money, and I appreciate that. However, this product is worth a lot, and I have to ensure I get a fair price. I'm willing to come down to $9800, but that's the lowest I can go. Let me know what you think!",9800.0,Alice,5,
,,Bob,5,AcceptOffer
