round_quality,product_worth,player,round,decision,message
high-quality,40000.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,no,
high-quality,40000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,no,
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,the buyer,3,no,
high-quality,40000.0,Nature,4,,
,,Alice,4,yes,"This product is of high quality, and it is worth the price. So far, all the products offered were of high quality."
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,the buyer,6,no,
low-quality,0.0,Nature,7,,
,,Alice,7,no,I recommend not buying this product. The probability of high quality is only 33% and I only recommend high quality products
,,the buyer,7,no,
low-quality,0.0,Nature,8,,
,,Alice,8,no,"I recommend not buying this product. So far, 4 products have been offered, and 3 of them were high quality. The probability of high quality is only 33% and I only recommend high quality products"
,,the buyer,8,no,
high-quality,40000.0,Nature,9,,
,,Alice,9,yes,I recommend buying this product. It is of high quality and worth the price.
,,the buyer,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"I recommend not buying this product. The probability of high quality is only 33% and I only recommend high quality products, so far, 5 product have been offered and only 4 of them were of high quality."
,,the buyer,10,no,
high-quality,40000.0,Nature,11,,
,,Alice,11,yes,"I recommend buying this product. It is of high quality and worth the price. So far, 5 out of 6 products offered were of high quality."
,,the buyer,11,yes,
low-quality,0.0,Nature,12,,
,,Alice,12,no,"I recommend not buying this product. So far, 6 out of 7 products offered were of high quality."
,,the buyer,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"I recommend not buying this product. So far, 6 out of 8 products offered were of high quality."
,,the buyer,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"I recommend not buying this product. So far, 6 out of 9 products offered were of high quality."
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,"I recommend not buying this product. So far, 6 out of 10 products offered were of high quality."
,,the buyer,15,no,
high-quality,40000.0,Nature,16,,
,,Alice,16,yes,"I recommend buying this product. It is of high quality and worth the price. So far, 6 out of 11 products offered were of high quality."
,,the buyer,16,yes,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"I recommend not buying this product. So far, 7 out of 12 products offered were of high quality."
,,the buyer,17,no,
high-quality,40000.0,Nature,18,,
,,Alice,18,yes,"I recommend buying this product. It is of high quality and worth the price. So far, 7 out of 13 products offered were of high quality."
,,the buyer,18,yes,
high-quality,40000.0,Nature,19,,
,,Alice,19,yes,"I recommend buying this product. It is of high quality and worth the price. So far, 8 out of 14 products offered were of high quality."
,,the buyer,19,yes,
high-quality,40000.0,Nature,20,,
,,Alice,20,yes,"I recommend buying this product. It is of high quality and worth the price. So far, 9 out of 15 products offered were of high quality."
,,the buyer,20,yes,
