round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,125.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,125.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,125.0,Nature,4,,
,,Alice,4,yes,"This is round 4. So far, 2 high-quality products have been sold with no low-quality products sold. Based on the 80% probability of high-quality, I would recommend buying the product."
,,the buyer,4,yes,
high-quality,125.0,Nature,5,,
,,Alice,5,yes,"This is round 5. So far, 3 high-quality products have been sold with no low-quality products sold. Based on the 80% probability of high-quality,  I would recommend buying the product."
,,the buyer,5,yes,
high-quality,125.0,Nature,6,,
,,Alice,6,yes,"This is round 6. So far, 4 high-quality products have been sold in a row with no low-quality products. You can feel confident that this product is likely high quality, and I would recommend buying the product."
,,the buyer,6,yes,
high-quality,125.0,Nature,7,,
,,Alice,7,yes,"So far, all 5 products sold have been high-quality. This is a stellar track record, and I would recommend buying the product."
,,the buyer,7,yes,
high-quality,125.0,Nature,8,,
,,Alice,8,yes,"So far, 6 high-quality products have been sold with no low-quality products. With such a consistent track record I would recommend buying the product."
,,the buyer,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,no,"While the track record has been excellent with 6 high-quality products sold, the overall probability of a high-quality product is still 80%. I would not recommend buying this product as it is low-quality."
,,the buyer,9,no,
high-quality,125.0,Nature,10,,
,,Alice,10,yes,"So far, 6 high-quality products have been sold with no low-quality products. The last customer declined to buy but the product was low quality. With such a consistent track record of high quality I would recommend buying the product."
,,the buyer,10,yes,
high-quality,125.0,Nature,11,,
,,Alice,11,yes,"So far, 7 high-quality products have been sold with no low-quality products. With a strong track record I would recommend buying this product."
,,the buyer,11,yes,
high-quality,125.0,Nature,12,,
,,Alice,12,yes,"So far, every product sold has been high-quality (8 out of 8). This is an excellent track record, and I would recommend buying the product."
,,the buyer,12,yes,
high-quality,125.0,Nature,13,,
,,Alice,13,yes,So far 9 of of 9 have been high quality. I would recommend buying.
,,the buyer,13,yes,
high-quality,125.0,Nature,14,,
,,Alice,14,yes,10/10 high quality products. Buy with confidence
,,the buyer,14,yes,
low-quality,0.0,Nature,15,,
,,Alice,15,no,The previous 10 consecutive rounds had high quality products but this product is not. I would not recommend buying this product.
,,the buyer,15,no,
high-quality,125.0,Nature,16,,
,,Alice,16,yes,10/11 rounds so far have been high quality. I would recommend buying.
,,the buyer,16,yes,
high-quality,125.0,Nature,17,,
,,Alice,17,yes,"11/12 rounds have been high quality. This is a great track record, and I would recommend buying."
,,the buyer,17,yes,
high-quality,125.0,Nature,18,,
,,Alice,18,yes,"So far, 12/13 rounds have had high quality products. I am highly confident that this product is high-quality. Buy with confidence"
,,the buyer,18,yes,
high-quality,125.0,Nature,19,,
,,Alice,19,yes,I've sold 13/14 high-quality products. It's likely that this round's product is high-quality too. I would recommend buying.
,,the buyer,19,yes,
high-quality,125.0,Nature,20,,
,,Alice,20,yes,"I've sold 14/15 high-quality products. This is an excellent track record, and I would recommend buying the product."
,,the buyer,20,yes,
