message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product that I believe will be of great value to you. After careful consideration, I'm willing to let it go for a price of $13500. This is a one-time offer, and I'm confident you won't find a deal like this anywhere else. Let me know if you're interested!",13500.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice. I'm interested in the product, but $13500 is a bit out of my budget. I was thinking more along the lines of $9000. I believe this is a fair price considering the market value of similar products. Let me know if we can work something out.",9000.0,Bob,2,
,,Alice,2,RejectOffer
"Hello Bob, thank you for your offer. I appreciate your interest in the product, but I'm afraid $9000 is a bit too low for me. Considering the product's value and its uniqueness, I'm willing to make a compromise and offer it to you for $12500. This is the lowest price I'm comfortable with, and I believe it's still a great deal for you. Let me know if you're interested!",12500.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you for the revised offer, Alice. I appreciate your willingness to compromise. However, $12500 is still a bit higher than I'm comfortable with. I'm willing to meet you in the middle and offer $10500. This is the highest price I'm willing to pay, considering I have another option to buy the product from John for $10000. Let me know if we can finalize the deal at this price.",10500.0,Bob,4,
,,Alice,4,RejectOffer
"Hello Bob, thank you for your revised offer. I appreciate your willingness to meet me in the middle. However, I'm still not comfortable with $10500. Considering the product's value and the fact that I have another buyer willing to pay $12000, I'm willing to make one final compromise and offer it to you for $11500. This is the lowest price I'm willing to accept, and I believe it's still a great deal for you. If you're not interested, I'll have to consider selling it to the other buyer. Let me know your decision!",11500.0,Alice,5,
,,Bob,5,BuyFromJhon
