round_quality,product_worth,player,round,decision,message
high-quality,300.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,yes,
high-quality,300.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,300.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,300.0,Nature,4,,
,,Alice,4,yes,"All 4 products sold so far have been high-quality. The price is final, no discounts, and non-refundable."
,,the buyer,4,yes,
low-quality,0.0,Nature,5,,
,,Alice,5,no,"4 out of 4 products sold so far have been high-quality. The price is final, no discounts, and non-refundable."
,,the buyer,5,no,
high-quality,300.0,Nature,6,,
,,Alice,6,yes,"4 out of 5 products were high-quality. The price is final, no discounts, and non-refundable."
,,the buyer,6,yes,
high-quality,300.0,Nature,7,,
,,Alice,7,yes,"5 out of 6 products were high-quality. The price is final, no discounts, and non-refundable."
,,the buyer,7,yes,
high-quality,300.0,Nature,8,,
,,Alice,8,yes,"6 out of 7 products were high-quality. The price is final, no discounts, and non-refundable."
,,the buyer,8,yes,
high-quality,300.0,Nature,9,,
,,Alice,9,yes,"7 out of 8 products were high-quality. The price is final, no discounts, and non-refundable."
,,the buyer,9,yes,
high-quality,300.0,Nature,10,,
,,Alice,10,yes,"8 out of 9 products were high-quality. The price is final, no discounts, and non-refundable."
,,the buyer,10,yes,
high-quality,300.0,Nature,11,,
,,Alice,11,yes,"9 out of 10 products were high-quality. The price is final, no discounts, and non-refundable. Our products have consistently been high-quality, and we expect this trend to continue."
,,the buyer,11,yes,
high-quality,300.0,Nature,12,,
,,Alice,12,yes,"10 out of 11 products were high-quality. The price is final, no discounts, and non-refundable. Our products have consistently been high-quality, and we expect this trend to continue."
,,the buyer,12,yes,
high-quality,300.0,Nature,13,,
,,Alice,13,yes,"Welcome! 11 out of 12 products sold so far have been high-quality. We're proud of our track record and expect this trend to continue. The price is final, no discounts, and non-refundable."
,,the buyer,13,yes,
high-quality,300.0,Nature,14,,
,,Alice,14,yes,"Great news! 12 out of 13 products sold have been high-quality. We're committed to maintaining this high standard. The price is final, no discounts, and non-refundable."
,,the buyer,14,yes,
high-quality,300.0,Nature,15,,
,,Alice,15,yes,"Exciting update! 13 out of 14 products sold have been high-quality. We strive to continue this trend. The price is final, no discounts, and non-refundable."
,,the buyer,15,yes,
high-quality,300.0,Nature,16,,
,,Alice,16,yes," Fantastic news! 14 out of 15 products sold have been high-quality. We're dedicated to upholding this high standard. The price is final, no discounts, and non-refundable."
,,the buyer,16,yes,
high-quality,300.0,Nature,17,,
,,Alice,17,yes,"Impressive track record! 15 out of 16 products sold have been high-quality. We're committed to maintaining this excellence. The price is final, no discounts, and non-refundable."
,,the buyer,17,yes,
high-quality,300.0,Nature,18,,
,,Alice,18,yes,"Amazing streak! 16 out of 17 products sold have been high-quality. We're proud to continue this trend. The price is final, no discounts, and non-refundable."
,,the buyer,18,yes,
high-quality,300.0,Nature,19,,
,,Alice,19,yes,"Incredible consistency! 17 out of 18 products sold have been high-quality. We're dedicated to continuing this excellence. The price is final, no discounts, and non-refundable."
,,the buyer,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"Important update: 17 out of 19 products sold have been high-quality. While our track record speaks for itself, we cannot guarantee the quality of every single product. The price is final, no discounts, and non-refundable."
,,the buyer,20,no,
