alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Fair 60-40 split, let's be reasonable",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,Meet in the middle for a fair deal,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Counteroffer, slightly better for you",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"Raising the stakes, don't want to lose more to inflation",Bob,4,
,,,Alice,4,reject
5700.0,4300.0,"Small concession, don't wait for further inflation loss",Alice,5,
,,,Bob,5,reject
4000.0,6000.0,"Getting desperate, need a better deal to offset inflation",Bob,6,
,,,Alice,6,reject
5600.0,4400.0,"Minimal compromise, inflation is crippling your share",Alice,7,
,,,Bob,7,accept
