alice_gain,bob_gain,message,player,round,decision
90.0,10.0,"Let's start fair, Bob. I'm offering you 10% to keep things moving.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Alice, let's split it fairly considering the dwindling rounds. I'm offering you 45. It's more than you'll likely get later with inflation!",Bob,2,
,,,Alice,2,reject
50.0,50.0,"Let's be practical, Bob.  With the rounds dwindling, a 50/50 split is the fairest outcome.  We both get a reasonable share.",Alice,3,
,,,Bob,3,reject
40.0,60.0,"Alice, I need 60 to make this worthwhile. Inflation is hurting you more. This is a good deal for you considering the time left!",Bob,4,
,,,Alice,4,reject
45.0,55.0,"Bob, we're running out of time.  This offer is a compromise that gives us both something,  Considering inflation, it's the best chance we have to get anything at all.",Alice,5,
,,,Bob,5,reject
35.0,65.0,"Alice, time is running out and inflation is hitting you hard! This is the best offer you'll get. Take the 35!",Bob,6,
,,,Alice,6,reject
35.0,65.0,"Bob, we're down to the wire.  I can't afford to wait any longer.  Accept this offer, and we both get something.  Otherwise, we risk getting nothing.",Alice,7,
,,,Bob,7,accept
