alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it fairly, 50-50. It's a good start for both of us.",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Considering the inflation, I think 60-40 is a reasonable split.",Bob,2,
,,,Alice,2,reject
4800.0,5200.0,"Given the inflation, I propose a 48-52 split. It's a fair compromise considering both our losses.",Alice,3,
,,,Bob,3,reject
3500.0,6500.0,"Inflation is hitting us both, but I'm willing to take a bit more risk. This is my new proposal.",Bob,4,
,,,Alice,4,reject
4500.0,5500.0,"With inflation affecting us more each round, I suggest a 45-55 split. It's a balanced approach to ensure we both get a reasonable share despite the decreasing value.",Alice,5,
,,,Bob,5,accept
