message,product_price,player,round,decision
"Bob, I'm excited about the possibility of you acquiring this exceptional product. Its unique qualities and potential benefits make it a truly worthwhile investment. To begin, I'm offering it to you for $18000.",18000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thank you for the offer, but I was thinking of a lower price point. How about $8000?",8000.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your counter, Bob. While $8000 is lower than I'm comfortable with, I'm willing to be flexible. Let's meet in the middle a bit. How about $16000?",16000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your flexibility, Alice, but $16000 is still too high for me. How about we move up to $9000?",9000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, we're getting closer, but I'm still a ways off from $9000. Given the product's value and the potential return on investment, I think $14500 is a very reasonable price. What do you say?",14500.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I understand your perspective, but $14500 is still too high for me. I'm willing to increase my offer to $10000.",10000.0,Bob,6,
,,Alice,6,AcceptOffer
