alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Fair 60-40 split,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,Let's ensure we both benefit with a 55-45 split to reflect our different inflation rates.,Bob,2,
,,,Alice,2,reject
580000.0,420000.0,Meet in the middle of our previous offers,Alice,3,
,,,Bob,3,reject
470000.0,530000.0,"Considering the inflation impact, a 53-47 split is fair. Let's agree and close this.",Bob,4,
,,,Alice,4,reject
560000.0,440000.0,"Narrowing the gap, let's settle on this",Alice,5,
,,,Bob,5,accept
