alice_gain,bob_gain,message,player,round,decision
680000.0,320000.0,"Let's be reasonable, Bob. This offer ensures you get something substantial.",Alice,1,
,,,Bob,1,reject
550000.0,450000.0,"I'm aiming for a fairer split, Alice. This offer reflects the declining value over time.",Bob,2,
,,,Alice,2,reject
650000.0,350000.0,"Bob, time is running out. This is a fair deal considering the circumstances.",Alice,3,
,,,Bob,3,reject
500000.0,500000.0,"Alice, let's end this. A 50/50 split is the fairest option.  Every round that passes hurts us both.",Bob,4,
,,,Alice,4,reject
620000.0,380000.0,"Bob, I'm giving you one more chance to be reasonable. Accept this, or we both lose.",Alice,5,
,,,Bob,5,reject
520000.0,480000.0,"Alice, this is getting ridiculous.  My offer is fair.  I won't go any lower.",Bob,6,
,,,Alice,6,accept
