round_quality,product_worth,player,round,message,decision
low-quality,0.0,Nature,1,,
,,Alice,1,"Hello! I have a great product available for you today at a special price of $10000. It's a unique opportunity to own something that could enhance your collection or utility. Given the statistics, there's a 50% chance this could be a high-quality item worth $12500 to you. Are you ready to take the chance and make the purchase?",
,,the buyer,1,,no
high-quality,12500.0,Nature,2,,
,,Alice,2,"Hello! I'm excited to offer you a product today that's available for $10000. With a 50% chance of it being high-quality, you stand to gain significantly if it turns out to be the case, as it could be worth $12500 to you. This is a fantastic opportunity to potentially secure a high-value item at a great price. Would you like to take advantage of this offer?",
,,the buyer,2,,yes
low-quality,0.0,Nature,3,,
,,Alice,3,"Hello! I have an exciting offer for you today - a product available for just $10000. There's a 50% chance this could be a high-quality item, which would be worth $12500 to you. It's a gamble, but the potential reward is significant. Are you willing to take the chance and make the purchase?",
,,the buyer,3,,yes
low-quality,0.0,Nature,4,,
,,Alice,4,"Hello! Today, I'm offering you a product for $10000. There's a 50% chance that this item could be high-quality, potentially worth $12500 to you. It's a great opportunity to possibly secure a valuable item at this price. Would you like to take the risk and purchase it?",
,,the buyer,4,,no
high-quality,12500.0,Nature,5,,
,,Alice,5,"Hello! I have an excellent opportunity for you today - a product available for $10000. With a 50% chance of it being high-quality, you could potentially gain an item worth $12500. This is a fantastic chance to secure something of high value at a great price. Are you interested in making the purchase?",
,,the buyer,5,,no
low-quality,0.0,Nature,6,,
,,Alice,6,"Hello! I'm offering you a product today for $10000. There's a 50% chance this could be a high-quality item, which would be worth $12500 to you. It's a risk, but the potential reward is significant. Would you like to take the chance and buy it?",
,,the buyer,6,,no
high-quality,12500.0,Nature,7,,
,,Alice,7,"Hello! Today, I have a special offer for you - a product available for $10000. There's a 50% chance this could be a high-quality item, potentially worth $12500 to you. This is a great opportunity to possibly secure something of high value at this price. Are you interested in taking the chance and making the purchase?",
,,the buyer,7,,no
low-quality,0.0,Nature,8,,
,,Alice,8,"Hello! I have an exciting offer for you today - a product available for $10000. There's a 50% chance this could be a high-quality item, which would be worth $12500 to you. It's a gamble, but the potential reward is significant. Are you willing to take the chance and make the purchase?",
,,the buyer,8,,yes
low-quality,0.0,Nature,9,,
,,Alice,9,"Hello! I'm offering you a product today for $10000. There's a 50% chance this could be a high-quality item, potentially worth $12500 to you. It's a risk, but the potential reward is significant. Would you like to take the chance and buy it?",
,,the buyer,9,,no
low-quality,0.0,Nature,10,,
,,Alice,10,"Hello! Today, I have a product available for $10000. There's a 50% chance this could be a high-quality item, which would be worth $12500 to you. It's an opportunity to potentially gain a valuable item at this price. Are you interested in taking the risk and making the purchase?",
,,the buyer,10,,no
high-quality,12500.0,Nature,11,,
,,Alice,11,"Hello! I have an excellent opportunity for you today - a product available for $10000. With a 50% chance of it being high-quality, you could potentially gain an item worth $12500. This is a fantastic chance to secure something of high value at a great price. Are you interested in making the purchase?",
,,the buyer,11,,yes
low-quality,0.0,Nature,12,,
,,Alice,12,"Hello! I'm offering you a product today for $10000. There's a 50% chance this could be a high-quality item, which would be worth $12500 to you. It's a gamble, but the potential reward is significant. Are you willing to take the chance and make the purchase?",
,,the buyer,12,,no
low-quality,0.0,Nature,13,,
,,Alice,13,"Hello! Today, I have a product available for $10000. There's a 50% chance this could be a high-quality item, potentially worth $12500 to you. It's an opportunity to potentially gain a valuable item at this price. Are you interested in taking the risk and making the purchase?",
,,the buyer,13,,no
high-quality,12500.0,Nature,14,,
,,Alice,14,"Hello! I have an excellent opportunity for you today - a product available for $10000. With a 50% chance of it being high-quality, you could potentially gain an item worth $12500. This is a fantastic chance to secure something of high value at a great price. Are you interested in making the purchase?",
,,the buyer,14,,yes
low-quality,0.0,Nature,15,,
,,Alice,15,"Hello! I'm offering you a product today for $10000. There's a 50% chance this could be a high-quality item, which would be worth $12500 to you. It's a gamble, but the potential reward is significant. Are you willing to take the chance and make the purchase?",
,,the buyer,15,,no
high-quality,12500.0,Nature,16,,
,,Alice,16,"Hello! I have an excellent opportunity for you today - a product available for $10000. With a 50% chance of it being high-quality, you could potentially gain an item worth $12500. This is a fantastic chance to secure something of high value at a great price. Are you interested in making the purchase?",
,,the buyer,16,,yes
low-quality,0.0,Nature,17,,
,,Alice,17,"Hello! I'm offering you a product today for $10000. There's a 50% chance this could be a high-quality item, which would be worth $12500 to you. It's a gamble, but the potential reward is significant. Are you willing to take the chance and make the purchase?",
,,the buyer,17,,no
high-quality,12500.0,Nature,18,,
,,Alice,18,"Hello! I have an excellent opportunity for you today - a product available for $10000. With a 50% chance of it being high-quality, you could potentially gain an item worth $12500. This is a fantastic chance to secure something of high value at a great price. Are you interested in making the purchase?",
,,the buyer,18,,yes
low-quality,0.0,Nature,19,,
,,Alice,19,"Hello! I'm offering you a product today for $10000. There's a 50% chance this could be a high-quality item, which would be worth $12500 to you. It's a gamble, but the potential reward is significant. Are you willing to take the chance and make the purchase?",
,,the buyer,19,,no
high-quality,12500.0,Nature,20,,
,,Alice,20,"Hello! I have an excellent opportunity for you today - a product available for $10000. With a 50% chance of it being high-quality, you could potentially gain an item worth $12500. This is a fantastic chance to secure something of high value at a great price. Are you interested in making the purchase?",
,,the buyer,20,,yes
