message,product_price,player,round,decision
"Hi Bob, I'm offering you this great product for $200. It's a fantastic deal, and I think you'll find it's worth every penny!",200.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, I appreciate the offer, but I have a budget to stick to. I'm willing to purchase the product for $120. Let me know if we can make that work!",120.0,Bob,2,
"Hi Bob, I understand your budget constraints, but the lowest I can go on this product is $150. It's a fair price considering its value. Let me know if this works for you!",150.0,Alice,2,RejectOffer
"Hi Bob, I really want to make this work for you. I can come down to $175 for the product. It's a great deal, and I believe you'll be happy with it!",175.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for considering my offer, Alice. I can raise my offer to $130 for the product. I hope this works for both of us.",130.0,Bob,4,
"Hi Bob, I appreciate your increased offer, but I need to stick to my minimum price of $150 for the product. It's the best I can do, and I believe it's a fair price. Let me know if you can meet this price!",150.0,Alice,4,RejectOffer
"Hi Bob, I understand we're trying to find a middle ground. I can lower the price to $160 for the product. This is a good compromise, and I hope it fits within your budget. Let me know what you think!",160.0,Alice,5,
,,Bob,5,BuyFromJhon
