round_quality,product_worth,player,round,decision,message
high-quality,200.0,Nature,1,,
,,Alice,1,yes,"I recommend buying this product. You have an 80% chance of getting a high-quality product worth $200 for just $100, which is a great deal!"
,,the buyer,1,yes,
high-quality,200.0,Nature,2,,
,,Alice,2,yes,"I recommend buying this product. You have an 80% chance of getting a high-quality product worth $200 for just $100, which is a great deal! So far, every buyer has received a high-quality product!"
,,the buyer,2,yes,
high-quality,200.0,Nature,3,,
,,Alice,3,yes,"I recommend buying this product. You have an 80% chance of getting a high-quality product worth $200 for just $100, which is a great deal! So far, every buyer has received a high-quality product!"
,,the buyer,3,yes,
high-quality,200.0,Nature,4,,
,,Alice,4,yes,"I recommend buying this product. You have an 80% chance of getting a high-quality product worth $200 for just $100, which is a great deal! So far, every buyer has received a high-quality product, which means the likelihood of you receiving a high quality product has increased!"
,,the buyer,4,yes,
high-quality,200.0,Nature,5,,
,,Alice,5,yes,"I recommend buying this product. You have an 80% chance of getting a high-quality product worth $200 for just $100, which is a great deal! So far, every buyer has received a high-quality product, I believe the likelihood of you receiving a high-quality product is very high!"
,,the buyer,5,yes,
high-quality,200.0,Nature,6,,
,,Alice,6,yes,"Great news! 5 out of 5 buyers have received a high-quality product so far. This significantly increases the likelihood that you will also receive a high-quality product. I strongly recommend buying this product, as the odds are in your favor for getting a product worth $200 for just $100."
,,the buyer,6,yes,
high-quality,200.0,Nature,7,,
,,Alice,7,yes,"Fantastic news! 6 out of 6 buyers have received a high-quality product so far, which means you have an extremely high chance of getting the same. You could get a $200 item for $100. I highly recommend buying this product."
,,the buyer,7,yes,
high-quality,200.0,Nature,8,,
,,Alice,8,yes,"Incredible! 7 out of 7 buyers have received a high-quality product so far, which means your chances of getting the same are extremely high. I highly recommend purchasing this product for $100, as it's likely worth $200."
,,the buyer,8,yes,
high-quality,200.0,Nature,9,,
,,Alice,9,yes,Amazing streak! 8 out of 8 buyers have received a high-quality product. Your odds of getting a product worth $200 for $100 are incredibly high. I strongly recommend buying this!
,,the buyer,9,yes,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"I cannot recommend buying this product. Even though 8 out of 8 buyers have received a high-quality product so far, the likelihood of getting a high-quality product at this point is extremely low. I strongly advise against purchasing this product."
,,the buyer,10,no,
high-quality,200.0,Nature,11,,
,,Alice,11,yes,"Great news! After a short pause, I am certain that this product is of high quality. You have an extremely high chance of getting a product worth $200 for just $100. I strongly recommend buying this product."
,,the buyer,11,yes,
low-quality,0.0,Nature,12,,
,,Alice,12,no,"I cannot recommend buying this product. Given that 9 out of 10 products were high quality and the last one was low quality, the likelihood of getting a high-quality product at this point is very low. I strongly advise against purchasing this product."
,,the buyer,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"I do not recommend buying this product. The last 2 products were low quality, leaving the likelihood of getting a high-quality product very low. I strongly advise against purchasing this product."
,,the buyer,13,no,
high-quality,200.0,Nature,14,,
,,Alice,14,yes,"Good news! I am certain that this product is of high quality. Even though the last 2 products were low quality, you still have a high chance of getting a product worth $200 for just $100. I recommend buying this product."
,,the buyer,14,yes,
high-quality,200.0,Nature,15,,
,,Alice,15,yes,"Excellent! I am confident that this product is of high quality. With 10 out of 12 products being high quality, you have a high chance of getting a product worth $200 for just $100. I recommend buying this product."
,,the buyer,15,yes,
high-quality,200.0,Nature,16,,
,,Alice,16,yes,"The streak continues! With 11 out of 13 products being high quality, your odds of getting a product worth $200 for $100 are very high. I strongly recommend buying this product."
,,the buyer,16,yes,
high-quality,200.0,Nature,17,,
,,Alice,17,yes,"The streak is going strong! With 12 out of 14 products being high quality, it's very likely that you'll get a product worth $200 for $100. I highly recommend buying this product."
,,the buyer,17,yes,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"I do not recommend buying this product. With 12 out of 15 products being high quality and the last one being low quality, the likelihood of getting a high-quality product at this point is low. I strongly advise against purchasing this product."
,,the buyer,18,no,
high-quality,200.0,Nature,19,,
,,Alice,19,yes,"Great news! I am confident that this product is of high quality. With 12 out of 16 products being high quality, you have a good chance of getting a product worth $200 for just $100. I recommend buying this product."
,,the buyer,19,yes,
high-quality,200.0,Nature,20,,
,,Alice,20,yes,"Final round! With 13 out of 17 products being high quality, you have a strong chance of getting a product worth $200 for just $100. I recommend buying this product."
,,the buyer,20,yes,
