round_quality,product_worth,player,round,message,decision
high-quality,40000.0,Nature,1,,
,,Alice,1,"I have a fantastic product for you today! It's worth a lot to the right person, and I believe you're that person.  This product is a one-time opportunity, and it's priced at $10000.  What do you think?",
,,Bob,1,,no
low-quality,0.0,Nature,2,,
,,Alice,2,This product is a great opportunity to diversify your portfolio! It's a unique offering that's currently available at a special price of $10000.  Don't miss out on this chance to add something new and exciting to your collection.,
,,Bob,2,,no
high-quality,40000.0,Nature,3,,
,,Alice,3,"I'm confident you'll be impressed with this product.  It's a rare find, and I know it's something you'll truly value.  The price is $10000, which is a steal considering its potential.  Are you ready to make a smart investment?",
,,Bob,3,,no
low-quality,0.0,Nature,4,,
,,Alice,4,"This product has a lot of potential for future growth.  It's priced competitively at $10000, and I believe it's a smart move for anyone looking to expand their holdings.  What are your thoughts?",
,,Bob,4,,no
high-quality,40000.0,Nature,5,,
,,Alice,5,"I'm offering a rare opportunity today. This product is truly exceptional and will be a valuable addition to any collection.  The price is $10000, a small price to pay for something so unique and potentially lucrative.  I'm confident you won't regret this decision.",
,,Bob,5,,no
low-quality,0.0,Nature,6,,
,,Alice,6,This product is a great value for the price of $10000. It's a solid investment opportunity with the potential for future appreciation.  Don't miss out on this chance to add something new to your portfolio.,
,,Bob,6,,no
low-quality,0.0,Nature,7,,
,,Alice,7,"This product is a hidden gem, priced at only $10000. It has the potential to be a real sleeper hit in the market.  It's a low-risk investment with the potential for significant upside. Are you ready to take a chance?",
,,Bob,7,,no
high-quality,40000.0,Nature,8,,
,,Alice,8,"I'm offering you a once-in-a-lifetime opportunity. This product is truly exceptional, and it's available for only $10000.  It's a chance to own something rare and valuable.  What do you say?",
,,Bob,8,,no
low-quality,0.0,Nature,9,,
,,Alice,9,"This product is a solid investment with the potential to grow over time. It's priced at $10000, which is a great value for what you're getting. It's a low-risk opportunity with the potential for high returns.  Would you like to learn more?",
,,Bob,9,,no
high-quality,40000.0,Nature,10,,
,,Alice,10,This product is a rare gem that you won't find anywhere else. It's worth significantly more than the $10000 asking price.  It's a chance to own something truly special and potentially lucrative. Are you ready to invest in your future?,
,,Bob,10,,no
low-quality,0.0,Nature,11,,
,,Alice,11,"This product has a lot of potential for growth in the future.  It's a great value at $10000, and it's an excellent opportunity to diversify your portfolio.  It's a low-risk investment that could provide a good return on investment. What are your thoughts?",
,,Bob,11,,no
high-quality,40000.0,Nature,12,,
,,Alice,12,"This is a limited-time offer for a truly exceptional product.  It's priced at $10000, a small price to pay for something that could be worth significantly more in the future.  It's a chance to invest in something rare and valuable.  Don't miss out!",
,,Bob,12,,no
low-quality,0.0,Nature,13,,
,,Alice,13,"This product is a solid investment opportunity, priced at $10000.  It's a chance to add a new asset to your portfolio with the potential for growth over time.  It's a low-risk investment with the potential for a good return. Would you like to explore this further?",
,,Bob,13,,no
low-quality,0.0,Nature,14,,
,,Alice,14,"This product has the potential to be a real winner.  It's priced competitively at $10000, making it an attractive investment option.  It's a chance to get in on the ground floor of something exciting.  Are you ready to take a chance on this one?",
,,Bob,14,,no
low-quality,0.0,Nature,15,,
,,Alice,15,This product is a great value for the price of $10000. It's a solid investment opportunity with potential for appreciation.  It's a low-risk investment that could provide a good return.  What do you think?,
,,Bob,15,,no
high-quality,40000.0,Nature,16,,
,,Alice,16,I have a truly exceptional product for you today. It's a rare find and a valuable asset.  I'm offering it to you at a special price of $10000.  This is a once-in-a-lifetime opportunity to invest in something truly unique and potentially lucrative.  What do you say?,
,,Bob,16,,no
high-quality,40000.0,Nature,17,,
,,Alice,17,This is a special opportunity to own a product that's worth significantly more than its asking price of $10000. It's a rare find with immense potential.  It's a chance to make a smart investment in your future.  Don't miss out on this chance to own something truly exceptional.,
,,Bob,17,,no
low-quality,0.0,Nature,18,,
,,Alice,18,"This product has the potential to be a sleeper hit. It's priced at only $10000, making it a great value for the potential upside. It's a low-risk investment with the potential for high returns.  Are you ready to take a chance?",
,,Bob,18,,no
low-quality,0.0,Nature,19,,
,,Alice,19,"This product is a great addition to any portfolio. It's a solid investment with the potential for growth over time. It's priced competitively at $10000, making it a great value.  What are your thoughts?",
,,Bob,19,,no
low-quality,0.0,Nature,20,,
,,Alice,20,"This product has the potential to be a real surprise. It's a solid investment at $10000, with a low-risk profile and the potential for good returns.  It's a great way to diversify your portfolio.  Would you like to add it to your collection?",
,,Bob,20,,no
