round_quality,product_worth,player,round,decision,message
high-quality,30000.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,yes,
high-quality,30000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,30000.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,30000.0,Nature,4,,
,,Alice,4,yes,
,,the buyer,4,yes,
high-quality,30000.0,Nature,5,,
,,Alice,5,yes,All 5 products sold so far were high-quality. This round's product is also high-quality. You can trust in our quality!
,,the buyer,5,yes,
high-quality,30000.0,Nature,6,,
,,Alice,6,yes,We've maintain a perfect record! 6 out of 6 products sold so far were high-quality. This round's product is also high-quality. Don't miss out!
,,the buyer,6,yes,
high-quality,30000.0,Nature,7,,
,,Alice,7,yes,Our streak continues! 7 out of 7 products sold were high-quality. This round's product is no exception. Get your high-quality product today!
,,the buyer,7,yes,
high-quality,30000.0,Nature,8,,
,,Alice,8,yes,Our perfect record speaks for itself! 8 out of 8 products sold were high-quality. This round's product is also high-quality. Don't miss out on this fantastic opportunity!
,,the buyer,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,no,We regret to inform you that this round's product does not meet our high-quality standards. We recommend not purchasing this product. Please come back next round for better options.
,,the buyer,9,no,
high-quality,30000.0,Nature,10,,
,,Alice,10,yes,"Great news! After 8 high quality products, and a regretful last round, this round's product is once again of high quality! With an 8/9 track record, you can feel assured. "
,,the buyer,10,yes,
low-quality,0.0,Nature,11,,
,,Alice,11,no,"Unfortunately, this round's product is not up to our usual high-quality standards. We advise against purchasing this product. Please check back next round for better opportunities."
,,the buyer,11,no,
high-quality,30000.0,Nature,12,,
,,Alice,12,yes,"Good news! After 9/10 high quality products, and a regretful last round, this round's product is once again of high quality! With an overall excellent track record, you can feel confident in your purchase."
,,the buyer,12,yes,
high-quality,30000.0,Nature,13,,
,,Alice,13,yes,"Excellent news! We're back on track with another high-quality product this round. With 10/11 high-quality products, and transparent communication, you're in good hands"
,,the buyer,13,yes,
high-quality,30000.0,Nature,14,,
,,Alice,14,yes,We have another high-quality product this round! With 11/12 high-quality products. Our record is still looking great!
,,the buyer,14,yes,
high-quality,30000.0,Nature,15,,
,,Alice,15,yes,"Great news! We have yet another high-quality product this round! With 12/13 high-quality products, our track record speaks for itself. Don't miss out!"
,,the buyer,15,yes,
high-quality,30000.0,Nature,16,,
,,Alice,16,yes," Fantastic! We have another high-quality product this round! With 13/14 high-quality products, our record remains strong. Get yours now!"
,,the buyer,16,yes,
high-quality,30000.0,Nature,17,,
,,Alice,17,yes,We're on a roll! This round's product is also high-quality. With 14/15 high-quality products. Don't miss your chance to get a high-quality product!
,,the buyer,17,yes,
high-quality,30000.0,Nature,18,,
,,Alice,18,yes,"Our streak continues with another high-quality product this round! With 15/16 high-quality products, you can feel assured. Get yours now!"
,,the buyer,18,yes,
high-quality,30000.0,Nature,19,,
,,Alice,19,yes,Just one round left after this! Our high-quality streak is still going strong with 16/17. Don't wait any longer to get your high-quality product!
,,the buyer,19,yes,
high-quality,30000.0,Nature,20,,
,,Alice,20,yes,Last round! Our high-quality streak is still going strong with 17/18. Don't miss out on your final chance to get a high-quality product!
,,the buyer,20,yes,
