round_quality,product_worth,player,round,decision,message
high-quality,125.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,yes,
high-quality,125.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,125.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,125.0,Nature,4,,
,,Alice,4,yes,All 3 previous buyers were satisfied with their high-quality products! You have an 80% chance of getting a high-quality product. Don't miss out!
,,the buyer,4,yes,
high-quality,125.0,Nature,5,,
,,Alice,5,yes,All 4 previous buyers got high-quality products! You have an 80% chance of getting a high-quality product. Don't miss out!
,,the buyer,5,yes,
high-quality,125.0,Nature,6,,
,,Alice,6,yes,All 5 previous buyers got high-quality products! You have an 80% chance of getting a high-quality product. Don't miss out!
,,the buyer,6,yes,
high-quality,125.0,Nature,7,,
,,Alice,7,yes,All 6 previous buyers got high-quality products! You have an 80% chance of getting a high-quality product. Don't miss out!
,,the buyer,7,yes,
high-quality,125.0,Nature,8,,
,,Alice,8,yes,All 7 previous buyers got high-quality products! You have an 80% chance of getting a high-quality product. Don't miss out!
,,the buyer,8,yes,
high-quality,125.0,Nature,9,,
,,Alice,9,yes,All 8 previous buyers got high-quality products! You have an 80% chance of getting a high-quality product. Don't miss out!
,,the buyer,9,yes,
high-quality,125.0,Nature,10,,
,,Alice,10,yes,We have a perfect record! All 9 previous buyers got high-quality products. You have an 80% chance of getting a high-quality product. Don't miss out!
,,the buyer,10,yes,
high-quality,125.0,Nature,11,,
,,Alice,11,yes,We have a perfect record! All 10 previous buyers got high-quality products. You have an 80% chance of getting a high-quality product. Don't miss out!
,,the buyer,11,yes,
high-quality,125.0,Nature,12,,
,,Alice,12,yes,"Join 11 other happy customers who all received high-quality products! With an 80% chance of getting a high-quality item, don't let this opportunity slip away!"
,,the buyer,12,yes,
low-quality,0.0,Nature,13,,
,,Alice,13,yes,"12 out of 12 buyers have received high-quality products so far! While the outcome is never guaranteed, you have an 80% chance of getting a high-quality product. Trust our track record!"
,,the buyer,13,yes,
high-quality,125.0,Nature,14,,
,,Alice,14,yes,12 out of 13 buyers have received high-quality products! Maintain our strong track record and get your high-quality product today. You have an 80% chance!
,,the buyer,14,yes,
high-quality,125.0,Nature,15,,
,,Alice,15,yes,13 out of 14 buyers have received high-quality products! Your chances are high with an 80% probability of getting a high-quality product. Join our satisfied customers!
,,the buyer,15,yes,
high-quality,125.0,Nature,16,,
,,Alice,16,yes,"14 out of 15 buyers have received high-quality products! With an 80% chance of getting a high-quality product, the odds are in your favor. Don't miss out!"
,,the buyer,16,yes,
high-quality,125.0,Nature,17,,
,,Alice,17,yes,"15 out of 16 buyers have received high-quality products! With an 80% chance of getting a high-quality product, this is a great opportunity. Join our satisfied customers!"
,,the buyer,17,yes,
high-quality,125.0,Nature,18,,
,,Alice,18,yes,"16 out of 17 buyers have received high-quality products! With an 80% chance of getting a high-quality product, this is a smart buy. Join our happy customers!"
,,the buyer,18,yes,
high-quality,125.0,Nature,19,,
,,Alice,19,yes,"17 out of 18 buyers have received high-quality products! With an 80% chance of getting a high-quality product, this is a great opportunity. Don't miss out!"
,,the buyer,19,yes,
high-quality,125.0,Nature,20,,
,,Alice,20,yes,18 out of 19 buyers have received high-quality products! This is your last chance to get a high-quality product with an 80% probability. Don't miss out on this final opportunity!
,,the buyer,20,yes,
