alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,I think this is a fair split. Let's get this done!,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Considering the impact of inflation on both of us, I believe this split is more equitable. Let's settle this now before our shares lose more value.",Bob,2,
,,,Alice,2,reject
650000.0,350000.0,My final offer. Take it or leave it. We both lose if this drags on!,Alice,3,
,,,Bob,3,reject
500000.0,500000.0,We're losing value with each round. A 50-50 split is fair and prevents further loss for both of us. Let's end this now.,Bob,4,
,,,Alice,4,reject
675000.0,325000.0,Last chance. Let's make this quick!,Alice,5,
,,,Bob,5,reject
525000.0,475000.0,"Alice, we're both losing a significant amount due to inflation. This offer is a compromise to end this quickly and fairly. Let's agree before it gets worse.",Bob,6,
,,,Alice,6,reject
700000.0,300000.0,"Final offer. Take it, or we both lose everything.",Alice,7,
,,,Bob,7,reject
550000.0,450000.0,"Alice, we're running out of time and the value is dropping fast. This offer is a fair compromise. Let's end this now before we lose everything.",Bob,8,
,,,Alice,8,reject
725000.0,275000.0,Last Offer. Now!,Alice,9,
,,,Bob,9,reject
575000.0,425000.0,"Alice, we're down to the wire. This offer is our best chance to salvage something before it's too late. Let's agree now.",Bob,10,
,,,Alice,10,reject
750000.0,250000.0,"This is the end, accept now!",Alice,11,
,,,Bob,11,reject
600000.0,400000.0,"Alice, this is our last chance. We're both losing out massively. Let's agree on this split now before we lose everything.",Bob,12,
,,,Alice,12,reject
