alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Hi Bob, I suggest a 60-40 split in my favor. This is a fair offer considering we both need to reach an agreement, and it's better to settle early than risk the negotiation dragging on.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Hi Alice, I think a 55-45 split is more reasonable, considering we both want to settle early. Let's find a middle ground.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, let's be practical. Due to the increasing inflation affecting your gains, it's in your best interest to accept this 55-45 split. This is a fair compromise from my initial offer, and delaying further will only decrease the real value you'll receive.",Alice,3,
,,,Bob,3,reject
48.0,52.0,"Alice, I appreciate your willingness to compromise, but I still think we can find a better balance. Considering the inflation affecting my gains, I'm willing to meet you closer to the middle. Let's settle on 52-48.",Bob,4,
,,,Alice,4,reject
58.0,42.0,"Bob, let's be realistic about our situation. With the significant inflation affecting your gains, this 58-42 split actually gives you about $30.6 in real value. If we continue negotiating, inflation will reduce your real gains even further. This is the best time to accept and maximize your actual value.",Alice,5,
,,,Bob,5,accept
