alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Bob, let's split this fairly. I'm offering a 60/40 split in my favor. Take it or leave it, we only have a few rounds!",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Alice, considering the inflation rates, I propose a 55/45 split in my favor. This is fair given the decreasing value of money for me. Let's settle this soon!",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, I see you're trying to play hardball, but the clock is ticking. I'm offering 55/45 now. Take it before the money loses even more value!",Alice,3,
,,,Bob,3,reject
40.0,60.0,"Alice, with each round, the money's value drops significantly for me. My offer now is 60/40 in my favor. It's time we end this before it's too late!",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, I'm being generous. Let's do a 50/50 split now. This is as good as it gets. Let's end it here before we both lose everything.",Alice,5,
,,,Bob,5,accept
