alice_gain,bob_gain,message,player,round,decision
999999.0,1.0,"I'm feeling generous. Take $1, Bob, and let's be done with this.",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Let's split it fairly, considering the inflation",Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"Let's try a 60/40 split.  It's still a better deal for you, Bob, and gives us both something to work with.",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"Considering the inflation, it's in your best interest to accept this offer, Alice",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,"Let's split it down the middle. Inflation is hitting us both, but a 50/50 split is the fairest option at this point.",Alice,5,
,,,Bob,5,accept
