round_quality,product_worth,player,round,decision,message
high-quality,30000.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,yes,
high-quality,30000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
low-quality,0.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,30000.0,Nature,4,,
,,Alice,4,yes,
,,the buyer,4,yes,
low-quality,0.0,Nature,5,,
,,Alice,5,yes,
,,the buyer,5,yes,
high-quality,30000.0,Nature,6,,
,,Alice,6,yes,
,,the buyer,6,yes,
high-quality,30000.0,Nature,7,,
,,Alice,7,yes,"So far, 6 products have been sold and 5 of them were high-quality. This means you have a very high chance of getting a high-quality item."
,,the buyer,7,yes,
low-quality,0.0,Nature,8,,
,,Alice,8,yes,"Out of the 7 products sold so far, 5 have been high-quality. This gives you a reasonably high chance of getting a high-quality item."
,,the buyer,8,yes,
high-quality,30000.0,Nature,9,,
,,Alice,9,yes,"Out of the 8 products sold so far, 6 have been high-quality. This means you have a very high chance of getting a high-quality item."
,,the buyer,9,yes,
high-quality,30000.0,Nature,10,,
,,Alice,10,yes,"So far, 9 products have been sold and 7 of them were high-quality. This indicates a high likelihood of getting a high-quality item."
,,the buyer,10,yes,
low-quality,0.0,Nature,11,,
,,Alice,11,yes,"Out of the 10 products sold so far, 7 have been high-quality. This gives you a reasonably good chance of getting a high-quality item."
,,the buyer,11,yes,
high-quality,30000.0,Nature,12,,
,,Alice,12,yes,"So far, 11 products have been sold and 8 of them were high-quality. This indicates a high likelihood of getting a high-quality item."
,,the buyer,12,yes,
low-quality,0.0,Nature,13,,
,,Alice,13,yes,"Out of the 12 products sold so far, 8 have been high-quality. This still gives you a reasonable chance of getting a high-quality item."
,,the buyer,13,yes,
high-quality,30000.0,Nature,14,,
,,Alice,14,yes,"So far, 13 products have been sold and 9 of them were high-quality. This indicates a high likelihood of getting a high-quality item."
,,the buyer,14,yes,
high-quality,30000.0,Nature,15,,
,,Alice,15,yes,"Out of the 14 products sold so far, 10 have been high-quality. This shows a strong likelihood of getting a high-quality item."
,,the buyer,15,yes,
low-quality,0.0,Nature,16,,
,,Alice,16,yes,"So far, 15 products have been sold and 11 of them were high-quality. This still indicates a good chance of getting a high-quality item."
,,the buyer,16,yes,
low-quality,0.0,Nature,17,,
,,Alice,17,yes,"Out of the 16 products sold so far, 11 have been high-quality. This still indicates a good chance of getting a high-quality item."
,,the buyer,17,yes,
high-quality,30000.0,Nature,18,,
,,Alice,18,yes,"So far, 17 products have been sold and 12 of them were high-quality. This shows a strong likelihood of getting a high-quality item."
,,the buyer,18,yes,
low-quality,0.0,Nature,19,,
,,Alice,19,no,"Out of the 18 products sold so far, 12 have been high-quality. While the overall ratio is still good, recent rounds have seen more low-quality products. Proceed with caution."
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"Out of the 18 products sold so far, 12 have been high-quality. However, recent rounds have seen more low-quality products. It might be wise to be cautious with this purchase."
,,the buyer,20,no,
